Construct Pair,Jaccard Similarity,Mutual Information
event - role,0.3300970873786408,0.6867980907906862
event - roleMixin,0.4078947368421052,0.7055386686818239
event - situation,0.3962264150943396,0.4866257613952863
event - subkind,0.3823529411764705,0.8562113375964105
event - type,0.2950819672131147,0.5069287878242171
event - none,0.1875,0.4244814947307067
event - other,0.2,0.3188917191253297
historicalRole - historicalRoleMixin,0.1666666666666666,0.0482868985181289
historicalRole - kind,0.0396039603960396,0.1223019791665198
historicalRole - mixin,0.0,0.0067582246660766
historicalRole - mode,0.0,0.0220952650713983
historicalRole - phase,0.0227272727272727,0.0331655459887595
historicalRole - phaseMixin,0.0,0.0023008371433912
historicalRole - quality,0.0212765957446808,0.0404525990228753
historicalRole - quantity,0.2307692307692307,0.0933215864051344
historicalRole - relator,0.0439560439560439,0.0904105784781611
historicalRole - role,0.0476190476190476,0.0944146257728541
historicalRole - roleMixin,0.0545454545454545,0.0904902963016005
historicalRole - situation,0.0869565217391304,0.0985628095601249
historicalRole - subkind,0.0337078651685393,0.0782569990970171
historicalRole - type,0.0344827586206896,0.053740082911807
historicalRole - none,0.0384615384615384,0.03436741206387
historicalRole - other,0.0454545454545454,0.0519499492082389
historicalRoleMixin - kind,0.0097087378640776,0.0596080654779604
historicalRoleMixin - mixin,0.0,0.0050448888251661
historicalRoleMixin - mode,0.0166666666666666,0.0180490253842878
historicalRoleMixin - phase,0.0,0.0104194796618211
historicalRoleMixin - phaseMixin,0.2222222222222222,0.0660436814976713
historicalRoleMixin - quality,0.0217391304347826,0.0178733730499149
historicalRoleMixin - quantity,0.0714285714285714,0.0287902837769724
historicalRoleMixin - relator,0.010752688172043,0.0554225839703626
historicalRoleMixin - role,0.0116279069767441,0.0427184167313962
historicalRoleMixin - roleMixin,0.0363636363636363,0.0731970325520849
historicalRoleMixin - situation,0.0434782608695652,0.0187715550607718
historicalRoleMixin - subkind,0.0111111111111111,0.0581192543783722
historicalRoleMixin - type,0.1153846153846153,0.0981315235935506
historicalRoleMixin - none,0.04,0.02400534657396
historicalRoleMixin - other,0.0,0.0042934589965785
kind - mixin,0.1826923076923076,0.2730430703258713
kind - mode,0.4587155963302752,0.8646488872516142
kind - phase,0.392156862745098,0.7507719757004592
kind - phaseMixin,0.058252427184466,0.1261115728564536
kind - quality,0.3551401869158878,0.7018249840605968
kind - quantity,0.1188118811881188,0.2552492836618624
kind - relator,0.6991150442477876,1.1507564090455502
kind - role,0.7619047619047619,1.3115152872162636
kind - roleMixin,0.3716814159292035,0.7328801693926102
kind - situation,0.1296296296296296,0.3072083049773779
kind - subkind,0.75,1.538508329061116
kind - type,0.1651376146788991,0.4607240327750515
kind - none,0.1809523809523809,0.4843348323625507
kind - other,0.1538461538461538,0.351299381377953
mixin - mode,0.2307692307692307,0.274973302140474
mixin - phase,0.2352941176470588,0.2246556265281377
mixin - phaseMixin,0.0344827586206896,0.0181385214807031
mixin - quality,0.2,0.1658803633049967
mixin - quantity,0.1724137931034483,0.1226967636370925
mixin - relator,0.1770833333333333,0.3104566794369707
mixin - role,0.2470588235294117,0.3501080900710049
mixin - roleMixin,0.2063492063492063,0.2257246384641799
mixin - situation,0.075,0.0510181373000772
mixin - subkind,0.1702127659574468,0.3478028983503717
mixin - type,0.2,0.233002002178642
mixin - none,0.1538461538461538,0.1339316913716585
mixin - other,0.0512820512820512,0.1123243620945007
mode - phase,0.32,0.447189108934401
mode - phaseMixin,0.1,0.1051621279274421
mode - quality,0.36,0.4654549484767589
mode - quantity,0.1111111111111111,0.2004578116974215
mode - relator,0.4752475247524752,0.6977989142873567
mode - role,0.4489795918367347,0.7986288115285027
mode - roleMixin,0.4545454545454545,0.6047902705607714
mode - situation,0.1285714285714285,0.1489926486341499
mode - subkind,0.4897959183673469,0.9788163859626776
mode - type,0.2923076923076923,0.5029986440126797
mode - none,0.2272727272727272,0.4025088910267971
mode - other,0.1,0.2290318629594608
phase - phaseMixin,0.1136363636363636,0.1233870441155812
phase - quality,0.2686567164179104,0.3508309669768998
phase - quantity,0.1777777777777777,0.1722797857235053
phase - relator,0.3469387755102041,0.6254713195935206
phase - role,0.3888888888888889,0.7402167975286789
phase - roleMixin,0.2666666666666666,0.4480758772191924
phase - situation,0.1071428571428571,0.1457442715611057
phase - subkind,0.4333333333333333,0.8591670759523233
phase - type,0.1551724137931034,0.2352336738833962
phase - none,0.1228070175438596,0.2167755448472922
phase - other,0.1320754716981132,0.2144936186720573
phaseMixin - quality,0.1063829787234042,0.0901815030823621
phaseMixin - quantity,0.0,0.007157731741337
phaseMixin - relator,0.064516129032258,0.0840028540648764
phaseMixin - role,0.0454545454545454,0.0977062609192776
phaseMixin - roleMixin,0.1272727272727272,0.1458022982191581
phaseMixin - situation,0.0357142857142857,0.0380872285079661
phaseMixin - subkind,0.0666666666666666,0.1326284251389872
phaseMixin - type,0.1724137931034483,0.1296558243554931
phaseMixin - none,0.0333333333333333,0.0441958031499504
phaseMixin - other,0.0384615384615384,0.0461207924681568
quality - quantity,0.0980392156862745,0.0932762474913015
quality - relator,0.3775510204081632,0.5133850885553238
quality - role,0.3763440860215054,0.5474884155963771
quality - roleMixin,0.2727272727272727,0.3603836607361977
quality - situation,0.2264150943396226,0.2157133589650128
quality - subkind,0.3608247422680412,0.8414755570394079
quality - type,0.25,0.2502940183618811
quality - none,0.2181818181818181,0.2610467333861517
quality - other,0.05,0.1014201940460716
quantity - relator,0.1075268817204301,0.2229407362251679
quantity - role,0.1428571428571428,0.2997929655824111
quantity - roleMixin,0.1,0.152619661839351
quantity - situation,0.1379310344827586,0.1146451707774394
quantity - subkind,0.1111111111111111,0.2491169833771114
quantity - type,0.1176470588235294,0.1345371964395979
quantity - none,0.0606060606060606,0.0431865783705281
quantity - other,0.1071428571428571,0.0810580742393418
relator - role,0.6203703703703703,0.9514620366668548
relator - roleMixin,0.4356435643564356,0.6795236833268189
relator - situation,0.1428571428571428,0.1945493312080655
relator - subkind,0.6272727272727273,1.1651507662555691
relator - type,0.1938775510204081,0.4354093500180387
relator - none,0.1287128712871287,0.3061224053219922
relator - other,0.1224489795918367,0.2951340746436098
role - roleMixin,0.3939393939393939,0.6550190977653021
role - situation,0.1170212765957446,0.2470599291798902
role - subkind,0.5779816513761468,1.2023675203914683
role - type,0.1827956989247312,0.4597678087601217
role - none,0.1888888888888888,0.4767584351238431
role - other,0.1318681318681318,0.3766583846618577
roleMixin - situation,0.1904761904761904,0.2865124974258959
roleMixin - subkind,0.392156862745098,0.7338326409858698
roleMixin - type,0.2903225806451613,0.5303685633023599
roleMixin - none,0.2419354838709677,0.3401339191737917
roleMixin - other,0.0895522388059701,0.2345281829425845
situation - subkind,0.1354166666666666,0.3095682822527239
situation - type,0.1463414634146341,0.1651580038477614
situation - none,0.1,0.1195182644311296
situation - other,0.2121212121212121,0.1980074961918662
subkind - type,0.2127659574468085,0.5214265698978824
subkind - none,0.15625,0.4924535442244915
subkind - other,0.1630434782608695,0.3572213816043146
type - none,0.1666666666666666,0.2436820253633088
type - other,0.0714285714285714,0.1472369242896619
none - other,0.1351351351351351,0.1579506452514628
