Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,other,none
material,0.15892768609398994,0.18977365531563845,0.3559853399094556,0.3717121076112274,0.039409739816616614,0.4388051791060566,-0.257326115978064,0.02017458130275742,-0.10016541363500954,-0.12232678516974692,1.0,0.36480983792809063,0.25233085429133045,-0.0018636356871861133,-0.09638743068330828,0.1446541526015996,0.1291126941973028,0.15406390453497695,-0.020041955775194104,0.05213200787996443,-0.19035317835021467
mediation,-0.09122235902920416,0.365119131328193,0.2714324420136431,0.3432948814143931,0.24748243930463618,0.4158257009279237,0.10521200143010355,0.13657512082361994,0.12018676000448579,0.01494120768093905,0.36480983792809063,1.0,0.43381939099885314,0.15004636308755961,0.0826827012867299,0.2281803521892862,0.23526770226234475,0.1102689675087737,-0.09321545396825955,0.0883824460354397,-0.28465169032855414
memberOf,-0.041140216361243424,0.21175946862627917,0.2573520274366858,0.3871985649994292,0.25318818197960524,0.18601389178480637,0.14089425249043389,0.15625493473416494,0.09658006209797297,0.001550197611574721,0.25233085429133045,0.43381939099885314,1.0,0.2383220630386317,0.04080689931193991,0.29108269991453006,0.29043396160747725,0.17785849860129105,-0.09150055178465015,0.11069094572977257,-0.2120713926387066
participation,0.4890765157391514,0.35565411696839605,0.16104793496109246,0.06111558118608546,0.6763954371797262,-0.006296532004581773,0.33551856368443034,0.579707160146835,0.46297921536959713,0.5032484599817486,-0.0018636356871861133,0.15004636308755961,0.2383220630386317,1.0,0.324430021997138,0.28930430264773244,0.24135644823225064,0.20964635354446995,0.37095679561209044,0.09660568931460115,-0.03864718180375055
participational,0.06633487467826928,0.0902842167136892,-0.04944897746698901,-0.05099791504372789,0.3308431717671903,-0.1280746861143667,0.2396517491837423,0.33374089546388386,0.1672418625984327,-0.07204978753452393,-0.09638743068330828,0.0826827012867299,0.04080689931193991,0.324430021997138,1.0,0.3500787688630508,0.3428773023114125,0.2528051142474339,0.09296513172773954,-0.1112059537620239,-0.003590876334118139
subCollectionOf,-0.05045391304567611,0.10157023563096372,-0.034627066434733046,0.20456592128355008,0.32592479387142775,0.0936911855810148,0.11486420626142846,0.35322790053473035,0.13224573800888792,-0.05045347563014584,0.1446541526015996,0.2281803521892862,0.29108269991453006,0.28930430264773244,0.3500787688630508,1.0,0.49010274295409556,-0.024129762178642974,-0.04560701108382504,-0.07787291357897369,0.2358729872564756
subQuantityOf,-0.05045391304567611,0.1654795973762892,-0.034627066434733046,0.2099913305082604,0.14833167751148232,0.06950339286643868,0.11134567028572333,0.15766104228378328,0.12855386331072038,-0.05045347563014584,0.1291126941973028,0.23526770226234475,0.29043396160747725,0.24135644823225064,0.3428773023114125,0.49010274295409556,1.0,-0.024129762178642974,-0.04560701108382504,0.06364613129050734,0.21928150262078785
termination,0.3245078593041605,-0.02132639578772925,0.4641396139502056,0.17570807431049607,0.37508004244951326,0.13646714383104508,0.03180861997199679,0.0673617540228442,0.055381888010475895,-0.06209480180072588,0.15406390453497695,0.1102689675087737,0.17785849860129105,0.20964635354446995,0.2528051142474339,-0.024129762178642974,-0.024129762178642974,1.0,0.13088026653065096,-0.09584083304346674,-0.14871290599392806
triggers,0.7123700164189737,0.32503017268350165,0.05619044910220939,-0.08832462351053545,0.018948031493538783,0.1015554010600514,0.24494685225004975,0.3308456044081602,0.23679255988019057,0.3274898796025749,-0.020041955775194104,-0.09321545396825955,-0.09150055178465015,0.37095679561209044,0.09296513172773954,-0.04560701108382504,-0.04560701108382504,0.13088026653065096,1.0,0.037817745989953744,0.038579059447169606
other,-0.1265330640835603,0.04066638757468668,-0.137535002143271,-0.0018637098224072303,-0.028801756350571552,0.21370151743595275,0.10347782067102909,-0.052021211834872606,0.09574033104272403,0.20444868246186854,0.05213200787996443,0.0883824460354397,0.11069094572977257,0.09660568931460115,-0.1112059537620239,-0.07787291357897369,0.06364613129050734,-0.09584083304346674,0.037817745989953744,1.0,-0.0781663796802031
none,-0.05905660730964832,-0.09122551140651945,-0.22369145138916494,-0.14331632548547207,-0.017334977051787333,0.03144299377595573,-0.04474119673496508,-0.09677040911529251,-0.09916755349826642,-0.07728423625881706,-0.19035317835021467,-0.28465169032855414,-0.2120713926387066,-0.03864718180375055,-0.003590876334118139,0.2358729872564756,0.21928150262078785,-0.14871290599392806,0.038579059447169606,-0.0781663796802031,1.0
