model,total_classes,stereotyped_classes,non_stereotyped_classes,ontouml_classes,non_ontouml_classes,total_relations,stereotyped_relations,non_stereotyped_relations,ontouml_relations,non_ontouml_relations,unique_class_stereotypes,unique_relation_stereotypes,ratio_classes_relations,ratio_stereotyped_classes_relations,ratio_stereotyped_classes_total,ratio_non_stereotyped_classes_total,ratio_stereotyped_relations_total,ratio_non_stereotyped_relations_total,ratio_ontouml_classes_total,ratio_non_ontouml_classes_total,ratio_ontouml_relations_total,ratio_non_ontouml_relations_total
amaral2020rome,48,48,0,36,12,58,38,20,27,31,8,3,0.8275862068965517,1.263157894736842,1.0,0.0,0.6551724137931034,0.3448275862068966,0.75,0.25,0.46551724137931033,0.5344827586206896
amaral2022ethical-requirements,24,24,0,24,0,17,3,14,1,16,5,1,1.411764705882353,8.0,1.0,0.0,0.17647058823529413,0.8235294117647058,1.0,0.0,0.058823529411764705,0.9411764705882353
andersson2018value-ascription,13,13,0,6,7,17,3,14,0,17,3,0,0.7647058823529411,4.333333333333333,1.0,0.0,0.17647058823529413,0.8235294117647058,0.46153846153846156,0.5384615384615384,0.0,1.0
andrade2023integracao,44,43,1,41,3,28,28,0,21,7,8,3,1.5714285714285714,1.5357142857142858,0.9772727272727273,0.022727272727272728,1.0,0.0,0.9318181818181818,0.06818181818181818,0.75,0.25
aristotle-ontology2019,182,182,0,182,0,147,103,44,66,81,13,5,1.2380952380952381,1.766990291262136,1.0,0.0,0.7006802721088435,0.29931972789115646,1.0,0.0,0.4489795918367347,0.5510204081632653
barcelos2013normative-acts,45,45,0,45,0,18,18,0,0,18,4,0,2.5,2.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
barcelos2015transport-networks,487,487,0,462,25,348,348,0,264,84,7,4,1.3994252873563218,1.3994252873563218,1.0,0.0,1.0,0.0,0.9486652977412731,0.0513347022587269,0.7586206896551724,0.2413793103448276
barcelos2024resiliont,56,56,0,20,36,80,67,13,57,23,5,6,0.7,0.835820895522388,1.0,0.0,0.8375,0.1625,0.35714285714285715,0.6428571428571429,0.7125,0.2875
barros2020programming,12,12,0,12,0,0,0,0,0,0,2,0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A
bernasconi2021ontovcm,76,76,0,68,8,67,62,5,51,16,9,6,1.1343283582089552,1.2258064516129032,1.0,0.0,0.9253731343283582,0.07462686567164178,0.8947368421052632,0.10526315789473684,0.7611940298507462,0.23880597014925373
bernasconi2023fair-principles,46,46,0,45,1,29,29,0,10,19,7,2,1.5862068965517242,1.5862068965517242,1.0,0.0,1.0,0.0,0.9782608695652174,0.021739130434782608,0.3448275862068966,0.6551724137931034
blums2024ccf,80,80,0,61,19,109,66,43,51,58,11,7,0.7339449541284404,1.2121212121212122,1.0,0.0,0.6055045871559633,0.3944954128440367,0.7625,0.2375,0.46788990825688076,0.5321100917431193
brazilian-governmental-organizational-structures,15,15,0,15,0,7,7,0,5,2,4,1,2.142857142857143,2.142857142857143,1.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,0.2857142857142857
buchtela2020connection,19,19,0,19,0,13,0,13,0,13,3,0,1.4615384615384615,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
buridan-ontology2021,54,54,0,54,0,53,35,18,28,25,7,3,1.0188679245283019,1.542857142857143,1.0,0.0,0.660377358490566,0.33962264150943394,1.0,0.0,0.5283018867924528,0.4716981132075472
carolla2014campus-management,17,17,0,17,0,23,13,10,10,13,3,2,0.7391304347826086,1.3076923076923077,1.0,0.0,0.5652173913043478,0.43478260869565216,1.0,0.0,0.43478260869565216,0.5652173913043478
castro2012cloudvulnerability,32,32,0,32,0,27,26,1,26,1,5,4,1.1851851851851851,1.2307692307692308,1.0,0.0,0.9629629629629629,0.037037037037037035,1.0,0.0,0.9629629629629629,0.037037037037037035
cgts2021sebim,29,29,0,29,0,11,3,8,3,8,7,2,2.6363636363636362,9.666666666666666,1.0,0.0,0.2727272727272727,0.7272727272727273,1.0,0.0,0.2727272727272727,0.7272727272727273
cmpo2017,55,53,2,51,4,66,6,60,6,60,8,1,0.8333333333333334,8.833333333333334,0.9636363636363636,0.03636363636363636,0.09090909090909091,0.9090909090909091,0.9272727272727272,0.07272727272727272,0.09090909090909091,0.9090909090909091
core-o2023,30,30,0,30,0,47,19,28,15,32,7,6,0.6382978723404256,1.5789473684210527,1.0,0.0,0.40425531914893614,0.5957446808510638,1.0,0.0,0.3191489361702128,0.6808510638297872
dcat-mlt-ufo2023,30,24,6,23,7,31,9,22,9,22,9,2,0.967741935483871,2.6666666666666665,0.8,0.2,0.2903225806451613,0.7096774193548387,0.7666666666666667,0.23333333333333334,0.2903225806451613,0.7096774193548387
demori2023miscon,31,31,0,31,0,27,13,14,13,14,7,4,1.1481481481481481,2.3846153846153846,1.0,0.0,0.48148148148148145,0.5185185185185185,1.0,0.0,0.48148148148148145,0.5185185185185185
derave2019dpo,259,257,2,213,46,299,146,153,117,182,11,7,0.8662207357859532,1.7602739726027397,0.9922779922779923,0.007722007722007722,0.4882943143812709,0.5117056856187291,0.8223938223938224,0.1776061776061776,0.391304347826087,0.6086956521739131
dpo2017,40,40,0,39,1,51,7,44,6,45,5,1,0.7843137254901961,5.714285714285714,1.0,0.0,0.13725490196078433,0.8627450980392157,0.975,0.025,0.11764705882352941,0.8823529411764706
duarte2020jogabilidade,19,19,0,19,0,21,15,6,11,10,7,6,0.9047619047619048,1.2666666666666666,1.0,0.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.5238095238095238,0.47619047619047616
elghosh2020cargos,10,10,0,8,2,15,10,5,10,5,6,6,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8,0.2,0.6666666666666666,0.3333333333333333
elghosh2024eucaim,38,38,0,38,0,30,30,0,27,3,9,3,1.2666666666666666,1.2666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.9,0.1
elikan2018brand-identity,30,30,0,30,0,31,24,7,19,12,6,5,0.967741935483871,1.25,1.0,0.0,0.7741935483870968,0.22580645161290322,1.0,0.0,0.6129032258064516,0.3870967741935484
eu-rent-refactored2022,66,66,0,65,1,50,48,2,48,2,6,3,1.32,1.375,1.0,0.0,0.96,0.04,0.9848484848484849,0.015151515151515152,0.96,0.04
falduci2022non-consensual-pornography,27,27,0,25,2,38,31,7,31,7,6,5,0.7105263157894737,0.8709677419354839,1.0,0.0,0.8157894736842105,0.18421052631578946,0.9259259259259259,0.07407407407407407,0.8157894736842105,0.18421052631578946
fernandez-cejas2022curie-o,29,29,0,29,0,21,18,3,13,8,7,4,1.380952380952381,1.6111111111111112,1.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.0,0.6190476190476191,0.38095238095238093
ferreira2015ontoemergeplan,147,147,0,121,26,121,107,14,98,23,12,4,1.2148760330578512,1.3738317757009346,1.0,0.0,0.8842975206611571,0.11570247933884298,0.8231292517006803,0.17687074829931973,0.8099173553719008,0.19008264462809918
fischer2018ontorea,18,18,0,18,0,23,19,4,18,5,6,4,0.782608695652174,0.9473684210526315,1.0,0.0,0.8260869565217391,0.17391304347826086,1.0,0.0,0.782608695652174,0.21739130434782608
fonseca2022incorporating,51,51,0,45,6,21,21,0,20,1,9,4,2.4285714285714284,2.4285714285714284,1.0,0.0,1.0,0.0,0.8823529411764706,0.11764705882352941,0.9523809523809523,0.047619047619047616
formula-one2023,26,26,0,23,3,13,10,3,8,5,8,4,2.0,2.6,1.0,0.0,0.7692307692307693,0.23076923076923078,0.8846153846153846,0.11538461538461539,0.6153846153846154,0.38461538461538464
fraller2019abc,39,39,0,39,0,46,34,12,34,12,4,3,0.8478260869565217,1.1470588235294117,1.0,0.0,0.7391304347826086,0.2608695652173913,1.0,0.0,0.7391304347826086,0.2608695652173913
franco2018rpg,23,23,0,20,3,24,12,12,6,18,7,2,0.9583333333333334,1.9166666666666667,1.0,0.0,0.5,0.5,0.8695652173913043,0.13043478260869565,0.25,0.75
fumagalli2022criminal-investigation,10,10,0,10,0,9,9,0,9,0,3,2,1.1111111111111112,1.1111111111111112,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
gailly2016value,12,12,0,4,8,15,0,15,0,15,3,0,0.8,N/A,1.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0
garcia2022human-genome-events,15,15,0,9,6,8,7,1,5,3,4,5,1.875,2.142857142857143,1.0,0.0,0.875,0.125,0.6,0.4,0.625,0.375
gomes2022digital-technology,19,19,0,19,0,18,6,12,6,12,3,3,1.0555555555555556,3.1666666666666665,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666
goncalves2011ecg,133,133,0,130,3,165,87,78,59,106,11,6,0.806060606060606,1.528735632183908,1.0,0.0,0.5272727272727272,0.4727272727272727,0.9774436090225563,0.022556390977443608,0.3575757575757576,0.6424242424242425
grueau2013towards,13,6,7,0,13,3,0,3,0,3,0,0,4.333333333333333,N/A,0.46153846153846156,0.5384615384615384,0.0,1.0,0.0,1.0,0.0,1.0
guarino2016value,18,18,0,17,1,37,25,12,25,12,5,3,0.4864864864864865,0.72,1.0,0.0,0.6756756756756757,0.32432432432432434,0.9444444444444444,0.05555555555555555,0.6756756756756757,0.32432432432432434
guarino2018rea,11,11,0,8,3,12,4,8,4,8,5,2,0.9166666666666666,2.75,1.0,0.0,0.3333333333333333,0.6666666666666666,0.7272727272727273,0.2727272727272727,0.3333333333333333,0.6666666666666666
guizzardi2005ontological,43,43,0,43,0,25,21,4,16,9,11,5,1.72,2.0476190476190474,1.0,0.0,0.84,0.16,1.0,0.0,0.64,0.36
guizzardi2020decision-making,54,30,24,27,27,61,28,33,23,38,8,6,0.8852459016393442,1.0714285714285714,0.5555555555555556,0.4444444444444444,0.45901639344262296,0.5409836065573771,0.5,0.5,0.3770491803278688,0.6229508196721312
guizzardi2022ufo,62,62,0,62,0,40,37,3,28,12,12,7,1.55,1.6756756756756757,1.0,0.0,0.925,0.075,1.0,0.0,0.7,0.3
haridy2021egyptian-e-government,32,32,0,32,0,16,16,0,16,0,5,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
heirbrant2023boekbazaar,42,42,0,33,9,59,19,40,6,53,4,4,0.711864406779661,2.210526315789474,1.0,0.0,0.3220338983050847,0.6779661016949152,0.7857142857142857,0.21428571428571427,0.1016949152542373,0.8983050847457628
jacobs2022sdpontology,34,34,0,34,0,22,0,22,0,22,8,0,1.5454545454545454,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
junior2018o4c,11,11,0,11,0,5,5,0,3,2,4,2,2.2,2.2,1.0,0.0,1.0,0.0,1.0,0.0,0.6,0.4
khantong2020ontology,30,30,0,30,0,22,0,22,0,22,4,0,1.3636363636363635,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
kostov2017towards,58,52,6,42,16,35,3,32,2,33,6,1,1.6571428571428573,17.333333333333332,0.896551724137931,0.10344827586206896,0.08571428571428572,0.9142857142857143,0.7241379310344828,0.27586206896551724,0.05714285714285714,0.9428571428571428
kritz2020ontobg,179,179,0,179,0,70,69,1,0,70,3,0,2.557142857142857,2.5942028985507246,1.0,0.0,0.9857142857142858,0.014285714285714285,1.0,0.0,0.0,1.0
laurier2018rea,23,23,0,17,6,18,1,17,1,17,3,1,1.2777777777777777,23.0,1.0,0.0,0.05555555555555555,0.9444444444444444,0.7391304347826086,0.2608695652173913,0.05555555555555555,0.9444444444444444
lindeberg2022full-ontorights,185,181,4,173,12,114,110,4,90,24,10,9,1.6228070175438596,1.6454545454545455,0.9783783783783784,0.021621621621621623,0.9649122807017544,0.03508771929824561,0.9351351351351351,0.06486486486486487,0.7894736842105263,0.21052631578947367
lindeberg2022simple-ontorights,61,61,0,59,2,68,61,7,46,22,10,7,0.8970588235294118,1.0,1.0,0.0,0.8970588235294118,0.10294117647058823,0.9672131147540983,0.03278688524590164,0.6764705882352942,0.3235294117647059
machacova2023gym,41,41,0,39,2,21,21,0,17,4,9,3,1.9523809523809523,1.9523809523809523,1.0,0.0,1.0,0.0,0.9512195121951219,0.04878048780487805,0.8095238095238095,0.19047619047619047
maddalena2021ontocovid,74,74,0,68,6,72,14,58,12,60,9,1,1.0277777777777777,5.285714285714286,1.0,0.0,0.19444444444444445,0.8055555555555556,0.918918918918919,0.08108108108108109,0.16666666666666666,0.8333333333333334
martinez2013human-genome,10,10,0,10,0,15,15,0,11,4,4,4,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.7333333333333333,0.26666666666666666
meirelles2024credit-operations,15,15,0,15,0,12,0,12,0,12,3,0,1.25,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
mgic-antt2011,3760,3760,0,3541,219,1782,1778,4,1473,309,12,5,2.1099887766554435,2.1147356580427448,1.0,0.0,0.9977553310886644,0.002244668911335578,0.9417553191489362,0.05824468085106383,0.8265993265993266,0.1734006734006734
moreira2018saref4health,19,18,1,16,3,10,8,2,7,3,9,2,1.9,2.25,0.9473684210526315,0.05263157894736842,0.8,0.2,0.8421052631578947,0.15789473684210525,0.7,0.3
nardi2015ufo-s,27,27,0,19,8,48,48,0,32,16,5,4,0.5625,0.5625,1.0,0.0,1.0,0.0,0.7037037037037037,0.2962962962962963,0.6666666666666666,0.3333333333333333
nascimento2023spacecon,18,16,2,16,2,15,0,15,0,15,4,0,1.2,N/A,0.8888888888888888,0.1111111111111111,0.0,1.0,0.8888888888888888,0.1111111111111111,0.0,1.0
neves2020nwpontology,35,35,0,33,2,22,0,22,0,22,7,0,1.5909090909090908,N/A,1.0,0.0,0.0,1.0,0.9428571428571428,0.05714285714285714,0.0,1.0
neves2021grain-production,18,18,0,18,0,16,0,16,0,16,4,0,1.125,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
niederkofler2019dssapple,68,68,0,68,0,43,39,4,34,9,13,6,1.5813953488372092,1.7435897435897436,1.0,0.0,0.9069767441860465,0.09302325581395349,1.0,0.0,0.7906976744186046,0.20930232558139536
o3ontology2015,303,236,67,216,87,220,145,75,125,95,10,5,1.3772727272727272,1.6275862068965516,0.7788778877887789,0.22112211221122113,0.6590909090909091,0.3409090909090909,0.7128712871287128,0.2871287128712871,0.5681818181818182,0.4318181818181818
oliveira2007collaboration,20,20,0,15,5,20,0,20,0,20,6,0,1.0,N/A,1.0,0.0,0.0,1.0,0.75,0.25,0.0,1.0
oliveira2022rose,63,63,0,47,16,86,45,41,35,51,7,5,0.7325581395348837,1.4,1.0,0.0,0.5232558139534884,0.47674418604651164,0.746031746031746,0.25396825396825395,0.4069767441860465,0.5930232558139535
pereira2015doacao-orgaos,25,25,0,23,2,9,6,3,6,3,6,1,2.7777777777777777,4.166666666666667,1.0,0.0,0.6666666666666666,0.3333333333333333,0.92,0.08,0.6666666666666666,0.3333333333333333
pereira2020ontotrans,35,35,0,0,35,67,0,67,0,67,0,0,0.5223880597014925,N/A,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
piest2024dsr-kb,84,84,0,84,0,66,66,0,57,9,9,5,1.2727272727272727,1.2727272727272727,1.0,0.0,1.0,0.0,1.0,0.0,0.8636363636363636,0.13636363636363635
pinheiro2024api,28,28,0,27,1,34,30,4,27,7,7,6,0.8235294117647058,0.9333333333333333,1.0,0.0,0.8823529411764706,0.11764705882352941,0.9642857142857143,0.03571428571428571,0.7941176470588235,0.20588235294117646
plato-ontology2019,73,73,0,73,0,70,44,26,13,57,9,4,1.042857142857143,1.6590909090909092,1.0,0.0,0.6285714285714286,0.37142857142857144,1.0,0.0,0.18571428571428572,0.8142857142857143
porello2020coex,17,17,0,15,2,37,26,11,17,20,5,6,0.4594594594594595,0.6538461538461539,1.0,0.0,0.7027027027027027,0.2972972972972973,0.8823529411764706,0.11764705882352941,0.4594594594594595,0.5405405405405406
ppo-o2021,59,59,0,55,4,42,13,29,11,31,7,5,1.4047619047619047,4.538461538461538,1.0,0.0,0.30952380952380953,0.6904761904761905,0.9322033898305084,0.06779661016949153,0.2619047619047619,0.7380952380952381
public-expense-ontology2020,42,42,0,41,1,26,6,20,0,26,4,0,1.6153846153846154,7.0,1.0,0.0,0.23076923076923078,0.7692307692307693,0.9761904761904762,0.023809523809523808,0.0,1.0
quality-assurance-process-ontology2017,37,16,21,16,21,28,1,27,0,28,3,0,1.3214285714285714,16.0,0.43243243243243246,0.5675675675675675,0.03571428571428571,0.9642857142857143,0.43243243243243246,0.5675675675675675,0.0,1.0
ramirez2015userfeedback,50,50,0,48,2,36,28,8,19,17,7,2,1.3888888888888888,1.7857142857142858,1.0,0.0,0.7777777777777778,0.2222222222222222,0.96,0.04,0.5277777777777778,0.4722222222222222
ramos2021bias,49,49,0,43,6,30,24,6,23,7,8,6,1.6333333333333333,2.0416666666666665,1.0,0.0,0.8,0.2,0.8775510204081632,0.12244897959183673,0.7666666666666667,0.23333333333333334
repa2021public-administration,25,25,0,24,1,9,2,7,2,7,5,1,2.7777777777777777,12.5,1.0,0.0,0.2222222222222222,0.7777777777777778,0.96,0.04,0.2222222222222222,0.7777777777777778
rocha2023ciencia-aberta,24,24,0,24,0,22,6,16,6,16,8,1,1.0909090909090908,4.0,1.0,0.0,0.2727272727272727,0.7272727272727273,1.0,0.0,0.2727272727272727,0.7272727272727273
rodrigues2017urinary-profiles,63,63,0,42,21,62,41,21,22,40,10,4,1.0161290322580645,1.5365853658536586,1.0,0.0,0.6612903225806451,0.3387096774193548,0.6666666666666666,0.3333333333333333,0.3548387096774194,0.6451612903225806
rodrigues2019ontocrime,106,46,60,40,66,57,17,40,17,40,5,2,1.8596491228070176,2.7058823529411766,0.4339622641509434,0.5660377358490566,0.2982456140350877,0.7017543859649122,0.37735849056603776,0.6226415094339622,0.2982456140350877,0.7017543859649122
rodrigues2019turbidite,69,69,0,37,32,99,57,42,17,82,9,2,0.696969696969697,1.2105263157894737,1.0,0.0,0.5757575757575758,0.42424242424242425,0.5362318840579711,0.463768115942029,0.1717171717171717,0.8282828282828283
romanenko2023what,55,55,0,54,1,31,26,5,22,9,9,4,1.7741935483870968,2.1153846153846154,1.0,0.0,0.8387096774193549,0.16129032258064516,0.9818181818181818,0.01818181818181818,0.7096774193548387,0.2903225806451613
sales2018competition,27,27,0,19,8,31,0,31,0,31,10,0,0.8709677419354839,N/A,1.0,0.0,0.0,1.0,0.7037037037037037,0.2962962962962963,0.0,1.0
sales2018cover,63,63,0,50,13,58,45,13,35,23,7,6,1.0862068965517242,1.4,1.0,0.0,0.7758620689655172,0.22413793103448276,0.7936507936507936,0.20634920634920634,0.603448275862069,0.39655172413793105
santos2020valuenetworks,15,15,0,15,0,6,0,6,0,6,3,0,2.5,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
sariev2024maritime,83,83,0,83,0,62,30,32,27,35,9,2,1.3387096774193548,2.7666666666666666,1.0,0.0,0.4838709677419355,0.5161290322580645,1.0,0.0,0.43548387096774194,0.5645161290322581
schoonderbeek2024eamon,47,47,0,47,0,128,126,2,121,7,5,4,0.3671875,0.373015873015873,1.0,0.0,0.984375,0.015625,1.0,0.0,0.9453125,0.0546875
services2015,124,33,91,23,101,91,59,32,45,46,5,5,1.3626373626373627,0.559322033898305,0.2661290322580645,0.7338709677419355,0.6483516483516484,0.3516483516483517,0.18548387096774194,0.8145161290322581,0.4945054945054945,0.5054945054945055
sikora2021online-education,65,64,1,64,1,58,45,13,45,13,6,3,1.1206896551724137,1.4222222222222223,0.9846153846153847,0.015384615384615385,0.7758620689655172,0.22413793103448276,0.9846153846153847,0.015384615384615385,0.7758620689655172,0.22413793103448276
silva2012itarchitecture,84,84,0,84,0,33,6,27,6,27,5,2,2.5454545454545454,14.0,1.0,0.0,0.18181818181818182,0.8181818181818182,1.0,0.0,0.18181818181818182,0.8181818181818182
silva2021sebim,42,42,0,42,0,22,3,19,3,19,7,2,1.9090909090909092,14.0,1.0,0.0,0.13636363636363635,0.8636363636363636,1.0,0.0,0.13636363636363635,0.8636363636363636
silva2023onto4caal,193,192,1,191,2,86,20,66,20,66,8,1,2.244186046511628,9.6,0.9948186528497409,0.0051813471502590676,0.23255813953488372,0.7674418604651163,0.9896373056994818,0.010362694300518135,0.23255813953488372,0.7674418604651163
silva2023onto4elev,197,193,4,192,5,77,0,77,0,77,6,0,2.5584415584415585,N/A,0.9796954314720813,0.02030456852791878,0.0,1.0,0.9746192893401016,0.025380710659898477,0.0,1.0
silveira2021oap,32,32,0,30,2,25,19,6,14,11,6,4,1.28,1.6842105263157894,1.0,0.0,0.76,0.24,0.9375,0.0625,0.56,0.44
spmo2017,34,17,17,16,18,27,2,25,2,25,4,1,1.2592592592592593,8.5,0.5,0.5,0.07407407407407407,0.9259259259259259,0.47058823529411764,0.5294117647058824,0.07407407407407407,0.9259259259259259
spo2017,109,75,34,72,37,89,2,87,2,87,8,1,1.2247191011235956,37.5,0.6880733944954128,0.3119266055045872,0.02247191011235955,0.9775280898876404,0.6605504587155964,0.3394495412844037,0.02247191011235955,0.9775280898876404
tesolin2023hint,38,20,18,20,18,53,14,39,10,43,4,3,0.7169811320754716,1.4285714285714286,0.5263157894736842,0.47368421052631576,0.2641509433962264,0.7358490566037735,0.5263157894736842,0.47368421052631576,0.18867924528301888,0.8113207547169812
valaski2020medical-appointment,7,7,0,7,0,7,7,0,7,0,3,4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
van-ee2021modular,100,95,5,95,5,66,63,3,56,10,10,5,1.5151515151515151,1.507936507936508,0.95,0.05,0.9545454545454546,0.045454545454545456,0.95,0.05,0.8484848484848485,0.15151515151515152
van-wingerde2020smart-contracts,39,39,0,31,8,42,0,42,0,42,9,0,0.9285714285714286,N/A,1.0,0.0,0.0,1.0,0.7948717948717948,0.20512820512820512,0.0,1.0
vieira2020weathering,39,37,2,34,5,60,16,44,16,44,8,6,0.65,2.3125,0.9487179487179487,0.05128205128205128,0.26666666666666666,0.7333333333333333,0.8717948717948718,0.1282051282051282,0.26666666666666666,0.7333333333333333
weigand2021artifact,52,48,4,32,20,46,44,2,33,13,7,6,1.1304347826086956,1.0909090909090908,0.9230769230769231,0.07692307692307693,0.9565217391304348,0.043478260869565216,0.6153846153846154,0.38461538461538464,0.717391304347826,0.2826086956521739
xhani2023xmlpo,119,119,0,119,0,92,83,9,83,9,8,5,1.2934782608695652,1.4337349397590362,1.0,0.0,0.9021739130434783,0.09782608695652174,1.0,0.0,0.9021739130434783,0.09782608695652174
zanetti2019orm-o,34,34,0,34,0,22,18,4,18,4,5,2,1.5454545454545454,1.8888888888888888,1.0,0.0,0.8181818181818182,0.18181818181818182,1.0,0.0,0.8181818181818182,0.18181818181818182
zhou2017hazard-ontology-robotic-strolling,13,13,0,13,0,14,0,14,0,14,3,0,0.9285714285714286,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
zhou2017hazard-ontology-train-control,25,25,0,25,0,30,0,30,0,30,3,0,0.8333333333333334,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
