Construct Pair,Dice Coefficient,Mutual Information
comparative - derivation,0.1714285714285714,0.0952559359331514
comparative - externalDependence,0.0,0.0137498662565391
comparative - historicalDependence,0.1904761904761904,0.0565146295091453
comparative - instantiation,0.0,0.0114521868890743
comparative - manifestation,0.1176470588235294,0.0412478834232431
comparative - material,0.2325581395348837,0.2533876052413399
comparative - mediation,0.1492537313432835,0.175160211068733
comparative - memberOf,0.2307692307692307,0.0880826300610815
comparative - participation,0.2424242424242424,0.1279381686233589
comparative - participational,0.0,0.0024855819412868
comparative - subCollectionOf,0.0,0.0012285786686522
comparative - subQuantityOf,0.0,0.0012285786686522
comparative - termination,0.5,0.1051030323487419
comparative - triggers,0.1333333333333333,0.0374004440651244
comparative - other,0.0,0.014537874667105
comparative - none,0.0930232558139534,0.1388752094189836
componentOf - creation,0.32,0.2619180955574598
componentOf - derivation,0.3548387096774194,0.3234560310695858
componentOf - externalDependence,0.2692307692307692,0.2392594793709863
componentOf - historicalDependence,0.3333333333333333,0.2118269657212891
componentOf - instantiation,0.4081632653061224,0.2991702572440164
componentOf - manifestation,0.3181818181818182,0.1885072707531996
componentOf - material,0.5714285714285714,0.6996590868096055
componentOf - mediation,0.5531914893617021,0.7146023042212345
componentOf - memberOf,0.5283018867924528,0.4035817432244966
componentOf - participation,0.3666666666666666,0.3457463287111245
componentOf - participational,0.0555555555555555,0.0466320198911085
componentOf - subCollectionOf,0.1176470588235294,0.0926050721858355
componentOf - subQuantityOf,0.1176470588235294,0.0775366552171411
componentOf - termination,0.1142857142857142,0.0941017273611184
componentOf - triggers,0.0952380952380952,0.07830658295537
componentOf - other,0.3396226415094339,0.2258841429462108
componentOf - none,0.495575221238938,0.9324953618417228
creation - derivation,0.2916666666666667,0.1649141554614762
creation - externalDependence,0.3684210526315789,0.1761468331555178
creation - historicalDependence,0.4705882352941176,0.2017774294287098
creation - instantiation,0.4571428571428571,0.248527081595774
creation - manifestation,0.4,0.1744310196784379
creation - material,0.2857142857142857,0.2770854573369645
creation - mediation,0.35,0.458147761906897
creation - memberOf,0.4102564102564102,0.2009799469606474
creation - participation,0.7391304347826086,0.5615513927551696
creation - participational,0.2727272727272727,0.1392752743732903
creation - subCollectionOf,0.2,0.0990449592815597
creation - subQuantityOf,0.1,0.0622217507120856
creation - termination,0.2857142857142857,0.0949923828774967
creation - triggers,0.1428571428571428,0.0438076925489285
creation - other,0.2051282051282051,0.1155250267560339
creation - none,0.3636363636363636,0.5750820234965665
derivation - externalDependence,0.16,0.1021146213275724
derivation - historicalDependence,0.1304347826086956,0.078273210020979
derivation - instantiation,0.1276595744680851,0.0676989322022308
derivation - manifestation,0.0476190476190476,0.0438113678168663
derivation - material,0.6764705882352942,0.6201812365155999
derivation - mediation,0.6304347826086957,0.6084387900232935
derivation - memberOf,0.4313725490196078,0.1860512030291147
derivation - participation,0.3103448275862069,0.1723516221588809
derivation - participational,0.0,0.0176333929709371
derivation - subCollectionOf,0.0625,0.0434033706052151
derivation - subQuantityOf,0.0625,0.0490908504287428
derivation - termination,0.1212121212121212,0.0524031522692238
derivation - triggers,0.25,0.0654118300967352
derivation - other,0.4313725490196078,0.2278782578824408
derivation - none,0.5045045045045045,0.6337921936772073
externalDependence - historicalDependence,0.5,0.2360108568085968
externalDependence - instantiation,0.6486486486486487,0.3953245743628044
externalDependence - manifestation,0.5,0.2479285340065205
externalDependence - material,0.1379310344827586,0.1597730037936391
externalDependence - mediation,0.3414634146341463,0.4550048012448942
externalDependence - memberOf,0.2926829268292683,0.1668837144819368
externalDependence - participation,0.4583333333333333,0.3583961773339392
externalDependence - participational,0.25,0.1094383142843087
externalDependence - subCollectionOf,0.0909090909090909,0.0417657277682693
externalDependence - subQuantityOf,0.0909090909090909,0.0417657277682693
externalDependence - termination,0.0869565217391304,0.0379196352060811
externalDependence - triggers,0.3333333333333333,0.133526251624986
externalDependence - other,0.2926829268292683,0.130622254717707
externalDependence - none,0.3564356435643564,0.6183323444008757
historicalDependence - instantiation,0.6060606060606061,0.3118207891009407
historicalDependence - manifestation,0.5714285714285714,0.2245613139451946
historicalDependence - material,0.2592592592592592,0.1963561278367633
historicalDependence - mediation,0.3076923076923077,0.3959639902389577
historicalDependence - memberOf,0.3243243243243243,0.1338924911088178
historicalDependence - participation,0.5909090909090909,0.4820444680657103
historicalDependence - participational,0.3,0.0972770381954215
historicalDependence - subCollectionOf,0.2222222222222222,0.0802830849912254
historicalDependence - subQuantityOf,0.1111111111111111,0.0468615114253268
historicalDependence - termination,0.1052631578947368,0.0345394343967489
historicalDependence - triggers,0.3846153846153846,0.1404225027032223
historicalDependence - other,0.1621621621621621,0.1101565939326314
historicalDependence - none,0.3092783505154639,0.466077826891768
instantiation - manifestation,0.7586206896551724,0.4011350068591219
instantiation - material,0.1818181818181818,0.1739420961017029
instantiation - mediation,0.2784810126582278,0.3988973672684084
instantiation - memberOf,0.2631578947368421,0.1585485320165309
instantiation - participation,0.5333333333333333,0.4328632386743425
instantiation - participational,0.1904761904761904,0.0672332688277178
instantiation - subCollectionOf,0.1052631578947368,0.0413189634324865
instantiation - subQuantityOf,0.1052631578947368,0.0413189634324865
instantiation - termination,0.1,0.043459786587784
instantiation - triggers,0.2962962962962963,0.1143332811386036
instantiation - other,0.3157894736842105,0.1635685471169505
instantiation - none,0.3265306122448979,0.5503921311872777
manifestation - material,0.12,0.0980085934036175
manifestation - mediation,0.1891891891891892,0.2489187717333634
manifestation - memberOf,0.1818181818181818,0.0549250855877854
manifestation - participation,0.5,0.3593766261829861
manifestation - participational,0.0,0.0062229619813064
manifestation - subCollectionOf,0.0,0.0030743094202774
manifestation - subQuantityOf,0.0,0.0030743094202774
manifestation - termination,0.0,0.0046391183823312
manifestation - triggers,0.3636363636363636,0.1250206744248028
manifestation - other,0.3636363636363636,0.1481791827431715
manifestation - none,0.2365591397849462,0.367850933452144
material - mediation,0.68,0.9423492236192892
material - memberOf,0.4745762711864407,0.4025812189664257
material - participation,0.3636363636363636,0.4100221160288573
material - participational,0.0476190476190476,0.0432324924599134
material - subCollectionOf,0.1,0.0706075601639205
material - subQuantityOf,0.1,0.085675977132615
material - termination,0.0975609756097561,0.110325551358946
material - triggers,0.2083333333333333,0.1219467608401738
material - other,0.3728813559322034,0.2476764553527041
material - none,0.5210084033613446,0.9988994578477952
mediation - memberOf,0.4819277108433735,0.5890074512824656
mediation - participation,0.4444444444444444,0.6504992038509129
mediation - participational,0.0909090909090909,0.176394268185356
mediation - subCollectionOf,0.0625,0.1198008560737811
mediation - subQuantityOf,0.0625,0.1198008560737811
mediation - termination,0.0615384615384615,0.0809721584235884
mediation - triggers,0.1666666666666666,0.1786990013993959
mediation - other,0.3855421686746988,0.3494150339553012
mediation - none,0.7412587412587412,1.4650675540253146
memberOf - participation,0.4081632653061224,0.2718333088121961
memberOf - participational,0.08,0.0682082836572985
memberOf - subCollectionOf,0.1739130434782608,0.0904164294085867
memberOf - subQuantityOf,0.1739130434782608,0.0904164294085867
memberOf - termination,0.1666666666666666,0.0553658343679325
memberOf - triggers,0.064516129032258,0.0377617042731506
memberOf - other,0.3333333333333333,0.1677033764356088
memberOf - none,0.3725490196078431,0.5404329691992278
participation - participational,0.25,0.1874734425898197
participation - subCollectionOf,0.1333333333333333,0.0990449592815584
participation - subQuantityOf,0.1333333333333333,0.0926050721858355
participation - termination,0.1935483870967742,0.1006798627010231
participation - triggers,0.4210526315789473,0.2198458333055234
participation - other,0.3265306122448979,0.2346579901311094
participation - none,0.4954128440366973,0.8757737510040124
participational - subCollectionOf,0.3333333333333333,0.0603265805179831
participational - subQuantityOf,0.3333333333333333,0.0603265805179831
participational - termination,0.2857142857142857,0.0456287567929438
participational - triggers,0.1428571428571428,0.0211522283135292
participational - other,0.0,0.0115548222140315
participational - none,0.0941176470588235,0.1882258498620148
subCollectionOf - subQuantityOf,0.5,0.0600809275567874
subCollectionOf - termination,0.0,0.0007287845171328
subCollectionOf - triggers,0.0,0.002530774532931
subCollectionOf - other,0.0,0.0057038728920144
subCollectionOf - none,0.0481927710843373,0.119800856073781
subQuantityOf - termination,0.0,0.0007287845171328
subQuantityOf - triggers,0.0,0.002530774532931
subQuantityOf - other,0.0869565217391304,0.027339616286903
subQuantityOf - none,0.0481927710843373,0.1047324391050865
termination - triggers,0.1538461538461538,0.0199865021932854
termination - other,0.0,0.0086104876564468
termination - none,0.0714285714285714,0.095550169874331
triggers - other,0.1935483870967742,0.071021733785356
triggers - none,0.2197802197802197,0.2813172532925657
other - none,0.392156862745098,0.5602625120306384
