Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,creation,derivation,externalDependence,instantiation,material,mediation,participation
situation,0.2806743726432413,0.07750132883012086,0.45841218349141605,-0.25624209221583866,-0.0034947958330050276,-0.12744877149133957,0.19196940748610483,-0.11982729698568322,-0.16332194577987816,0.22580993559238116,1.0,-0.04411468016833141,0.13036858246736596,0.23693270726135823,0.0022983700667040903,0.05933212461766394,0.05962692458376919,0.09519704228715442,0.10923262738022911,0.18391895252803214,-0.15528158474060633,0.37470741783938444
subkind,0.24131550381689668,0.07267617542894213,0.14713698685024523,0.5611623933887948,0.33138421857272404,0.2773386272765773,0.41757909174406455,0.33663682957832575,0.22525027405146084,-0.020113647131020783,-0.04411468016833141,1.0,-0.005722930160221623,0.2984809571679829,0.3246264244940139,0.0381239239828464,-0.038650566197832664,0.0157127739539207,0.06095183206530411,0.20615329071433997,0.2674673224132509,0.08336487664627054
type,0.29943032777531786,0.041079256447241586,0.427452276529823,-0.32912149996668705,0.22586711971605977,-0.043251033847118696,0.1210021047048309,0.005693619256996387,-0.17328903734505374,0.4517867908528451,0.13036858246736596,-0.005722930160221623,1.0,0.2917997599054501,0.13874599202488563,0.40224752689587,-0.223807236417472,0.47890110663018975,0.8974647406945832,-0.16828226342355893,-0.006419229473249109,0.5043592888081445
characterization,0.4343746947208622,0.007899387408386822,0.3898123551541488,0.006592558018338654,0.6087004599910806,0.08030205391099715,0.6253192888457033,0.270181196361654,0.13352882631279092,0.21780936572081797,0.23693270726135823,0.2984809571679829,0.2917997599054501,1.0,0.24058131975148342,0.19881901195308607,-0.018096371296461255,0.35952679528336967,0.28025985598998715,0.26965470334707,0.21839442362935457,0.344970530217947
componentOf,0.2765488215635843,0.14832504660105994,0.026744075675740983,0.448941855941723,0.18146241459568965,0.1839920471292821,0.14867727622196292,0.37774905987217705,0.11214713194571795,0.053656089475054194,0.0022983700667040903,0.3246264244940139,0.13874599202488563,0.24058131975148342,1.0,0.06305667922142712,0.11492309309889893,-0.06570188677310163,0.18115262473839297,0.3890413962028651,0.3264091063580054,0.06007410294887207
creation,0.098101969286497,0.009840416517447756,0.6469917750059777,-0.1500761992975253,0.21799165877770235,0.10658813405141797,0.010881043015454644,0.15789403550893688,0.004795637289796082,0.3936185657927254,0.05933212461766394,0.0381239239828464,0.40224752689587,0.19881901195308607,0.06305667922142712,1.0,-0.0015319095634684895,0.28510467524309097,0.3473073849453672,0.02047706207381894,0.196950915590346,0.7167122801786197
derivation,-0.1062922524413154,0.020520225573464432,0.01006176365812417,0.1985468326538458,-0.002734691246226371,0.11282836173888852,-0.08872966982825542,0.2693500019528944,0.24008146268075184,0.025758567225007047,0.05962692458376919,-0.038650566197832664,-0.223807236417472,-0.018096371296461255,0.11492309309889893,-0.0015319095634684895,1.0,-0.20495177153584665,-0.1677907146289936,0.42972910696090866,0.3720960042444667,-0.0638551891204013
externalDependence,0.15044296223145173,-0.012285699148299571,0.42352432327600226,-0.3355024410406376,0.41611926602058863,-0.042223964040967114,0.034465569920864,0.07719760795779454,0.11358629145641785,0.36990280299519385,0.09519704228715442,0.0157127739539207,0.47890110663018975,0.35952679528336967,-0.06570188677310163,0.28510467524309097,-0.20495177153584665,1.0,0.4421825272013457,-0.20756243742562183,0.050683130211986414,0.29762376372174115
instantiation,0.24366913526926437,0.05988417709666331,0.4011043394370499,-0.21947317616702997,0.1979378444739021,-0.03480525640551621,0.15953615687459707,0.049297223339368215,-0.1702465770090572,0.4320959025003319,0.10923262738022911,0.06095183206530411,0.8974647406945832,0.28025985598998715,0.18115262473839297,0.3473073849453672,-0.1677907146289936,0.4421825272013457,1.0,-0.12164461170151007,0.024035668544789786,0.48654600402358406
material,0.1373753481688049,0.04721916008970145,0.07737184922006864,0.2726393947644854,0.18170874428905542,0.17095035485476773,0.16164678805549063,0.3647105682723584,0.11102192430605398,-0.024330244523751272,0.18391895252803214,0.20615329071433997,-0.16828226342355893,0.26965470334707,0.3890413962028651,0.02047706207381894,0.42972910696090866,-0.20756243742562183,-0.12164461170151007,1.0,0.42444947733369576,0.022389340603933758
mediation,-0.06741095542358623,0.0003730406608066296,0.10277386316497102,0.29925822204181574,0.19550700686817052,0.41562184285293574,0.11711604216731529,0.8148077405323312,0.5103009291972147,0.14181987446026367,-0.15528158474060633,0.2674673224132509,-0.006419229473249109,0.21839442362935457,0.3264091063580054,0.196950915590346,0.3720960042444667,0.050683130211986414,0.024035668544789786,0.42444947733369576,1.0,0.03607512413038481
participation,0.20648852491219077,0.09623881513374338,0.7934425497228884,-0.2137984444991815,0.14705358432529197,0.02767320627708486,0.21043807591038033,0.07308398441083816,-0.17913266239805783,0.363807961649538,0.37470741783938444,0.08336487664627054,0.5043592888081445,0.344970530217947,0.06007410294887207,0.7167122801786197,-0.0638551891204013,0.29762376372174115,0.48654600402358406,0.022389340603933758,0.03607512413038481,1.0
