Construct Pair,Jaccard Similarity,Mutual Information
componentOf - memberOf,0.4074074074074074,0.3861680335133495
componentOf - participation,0.1746031746031746,0.2773125539716933
componentOf - participational,0.0208333333333333,0.0370309399565436
componentOf - subCollectionOf,0.108695652173913,0.1739734810844356
componentOf - subQuantityOf,0.0888888888888888,0.1271984222475652
componentOf - termination,0.0434782608695652,0.0721480009728519
componentOf - triggers,0.0377358490566037,0.0650320149784024
creation - derivation,0.14,0.1223388675123524
creation - externalDependence,0.2121212121212121,0.1432853546283875
creation - historicalDependence,0.3076923076923077,0.1697880195795024
creation - instantiation,0.2962962962962963,0.204990260658229
creation - manifestation,0.25,0.1444887968789506
creation - material,0.125,0.2055142103596116
creation - mediation,0.1728395061728395,0.3442112829848657
creation - memberOf,0.1951219512195122,0.1458934846832527
creation - participation,0.5666666666666667,0.4615224424061518
creation - participational,0.1578947368421052,0.1123813250776901
creation - subCollectionOf,0.0909090909090909,0.0732843286371866
creation - subQuantityOf,0.0476190476190476,0.0402474718669835
creation - termination,0.1666666666666666,0.0791178295259145
creation - triggers,0.0769230769230769,0.034168292652549
derivation - externalDependence,0.0892857142857142,0.0787399940375475
derivation - historicalDependence,0.0576923076923076,0.0623470378439293
derivation - instantiation,0.0566037735849056,0.0558799861990702
derivation - manifestation,0.02,0.0340630122053149
derivation - material,0.5245901639344263,0.7071936475544182
derivation - mediation,0.4683544303797468,0.6856578626142557
derivation - memberOf,0.320754716981132,0.245040279351123
derivation - participation,0.1525423728813559,0.13332218828316
derivation - participational,0.0,0.0131290566279973
derivation - subCollectionOf,0.0975609756097561,0.1381792717181855
derivation - subQuantityOf,0.075,0.0919341749310614
derivation - termination,0.05,0.0395981150733588
derivation - triggers,0.1136363636363636,0.055080314640978
externalDependence - historicalDependence,0.3103448275862069,0.191439669280545
externalDependence - instantiation,0.4444444444444444,0.3094690333471298
externalDependence - manifestation,0.3076923076923077,0.1984987190549443
externalDependence - material,0.0704225352112676,0.1373351080221987
externalDependence - mediation,0.1927710843373494,0.3795525980554173
externalDependence - memberOf,0.1777777777777777,0.1257747718518859
externalDependence - participation,0.3076923076923077,0.315261624683271
externalDependence - participational,0.1304347826086956,0.0897963486876809
externalDependence - subCollectionOf,0.037037037037037,0.0287642046238312
externalDependence - subQuantityOf,0.04,0.0254630578301806
externalDependence - termination,0.0416666666666666,0.0303963468104962
externalDependence - triggers,0.1851851851851851,0.1080001716817112
historicalDependence - instantiation,0.4347826086956521,0.2596027745308046
historicalDependence - manifestation,0.4,0.188661720244778
historicalDependence - material,0.1111111111111111,0.1523048403656337
historicalDependence - mediation,0.1481481481481481,0.3066044807766389
historicalDependence - memberOf,0.1463414634146341,0.0955614375598818
historicalDependence - participation,0.40625,0.3895070107991809
historicalDependence - participational,0.1764705882352941,0.0805109573232901
historicalDependence - subCollectionOf,0.1,0.0583708048689605
historicalDependence - subQuantityOf,0.0526315789473684,0.0283066703478019
historicalDependence - termination,0.0555555555555555,0.0277500173402642
historicalDependence - triggers,0.238095238095238,0.1168160953015462
instantiation - manifestation,0.6111111111111112,0.33113192616307
instantiation - material,0.0757575757575757,0.1357885906242679
instantiation - mediation,0.1325301204819277,0.3062566634252132
instantiation - memberOf,0.1162790697674418,0.1232924383624783
instantiation - participation,0.3529411764705882,0.3527929520386929
instantiation - participational,0.1052631578947368,0.0548884274320026
instantiation - subCollectionOf,0.0454545454545454,0.0266763309260261
instantiation - subQuantityOf,0.05,0.0242230369432097
instantiation - termination,0.0526315789473684,0.0344702584269896
instantiation - triggers,0.1739130434782608,0.0939364778551312
manifestation - material,0.0476190476190476,0.0733565588407634
manifestation - mediation,0.0853658536585365,0.1901013207473365
manifestation - memberOf,0.075,0.0381384705880151
manifestation - participation,0.3225806451612903,0.2932122047793986
manifestation - participational,0.0,0.0035142417308388
manifestation - subCollectionOf,0.0,0.005319238678576
manifestation - subQuantityOf,0.0,0.0035142417308388
manifestation - termination,0.0,0.0026239268029734
manifestation - triggers,0.2222222222222222,0.1029968215475477
material - mediation,0.5232558139534884,1.0159442596572388
material - memberOf,0.3492063492063492,0.407098101577638
material - participation,0.1690140845070422,0.315028199413882
material - participational,0.0175438596491228,0.0348712430648828
material - subCollectionOf,0.0909090909090909,0.1542608168749217
material - subQuantityOf,0.074074074074074,0.1404357012627006
material - termination,0.0363636363636363,0.0889783755676589
material - triggers,0.0847457627118644,0.0987153703562093
mediation - memberOf,0.3670886075949367,0.5764622818497603
mediation - participation,0.2470588235294117,0.5143131037587704
mediation - participational,0.0384615384615384,0.1401427468360994
mediation - subCollectionOf,0.0641025641025641,0.2115174689976272
mediation - subQuantityOf,0.0519480519480519,0.1795868701218871
mediation - termination,0.0256410256410256,0.0652479354177914
mediation - triggers,0.074074074074074,0.142641860425692
memberOf - participation,0.2244897959183673,0.2091258035000389
memberOf - participational,0.0294117647058823,0.0551028234635797
memberOf - subCollectionOf,0.1935483870967742,0.1732386180143801
memberOf - subQuantityOf,0.1290322580645161,0.1267743197375748
memberOf - termination,0.0625,0.0402397098864227
memberOf - triggers,0.025,0.0309831584637529
participation - participational,0.1379310344827586,0.1517764706586946
participation - subCollectionOf,0.0606060606060606,0.0770968179751914
participation - subQuantityOf,0.064516129032258,0.0678208298204092
participation - termination,0.1034482758620689,0.0834421943504149
participation - triggers,0.2580645161290322,0.1848723655060924
participational - subCollectionOf,0.1111111111111111,0.0374767777522743
participational - subQuantityOf,0.1428571428571428,0.0370436696725896
participational - termination,0.1666666666666666,0.0368299203270554
participational - triggers,0.0769230769230769,0.0176885896760659
subCollectionOf - subQuantityOf,0.4285714285714285,0.1206871510646881
subCollectionOf - termination,0.0,0.0012772657316859
subCollectionOf - triggers,0.0,0.0043921130272957
subQuantityOf - termination,0.0,0.0008441576520028
subQuantityOf - triggers,0.0,0.0029019717985369
termination - triggers,0.0833333333333333,0.0170300055268923
