Construct Pair,Dice Coefficient,Mutual Information
derivation - triggers,0.2040816326530612,0.055080314640978
externalDependence - historicalDependence,0.4736842105263157,0.191439669280545
externalDependence - instantiation,0.6153846153846154,0.3094690333471298
externalDependence - manifestation,0.4705882352941176,0.1984987190549443
externalDependence - material,0.131578947368421,0.1373351080221987
externalDependence - mediation,0.3232323232323232,0.3795525980554173
externalDependence - memberOf,0.3018867924528302,0.1257747718518859
externalDependence - participation,0.4705882352941176,0.315261624683271
externalDependence - participational,0.2307692307692307,0.0897963486876809
externalDependence - subCollectionOf,0.0714285714285714,0.0287642046238312
externalDependence - subQuantityOf,0.0769230769230769,0.0254630578301806
externalDependence - termination,0.08,0.0303963468104962
externalDependence - triggers,0.3125,0.1080001716817112
historicalDependence - instantiation,0.6060606060606061,0.2596027745308046
historicalDependence - manifestation,0.5714285714285714,0.188661720244778
historicalDependence - material,0.2,0.1523048403656337
historicalDependence - mediation,0.2580645161290322,0.3066044807766389
historicalDependence - memberOf,0.2553191489361702,0.0955614375598818
historicalDependence - participation,0.5777777777777777,0.3895070107991809
historicalDependence - participational,0.3,0.0805109573232901
historicalDependence - subCollectionOf,0.1818181818181818,0.0583708048689605
historicalDependence - subQuantityOf,0.1,0.0283066703478019
historicalDependence - termination,0.1052631578947368,0.0277500173402642
historicalDependence - triggers,0.3846153846153846,0.1168160953015462
instantiation - manifestation,0.7586206896551724,0.33113192616307
instantiation - material,0.1408450704225352,0.1357885906242679
instantiation - mediation,0.2340425531914893,0.3062566634252132
instantiation - memberOf,0.2083333333333333,0.1232924383624783
instantiation - participation,0.5217391304347826,0.3527929520386929
instantiation - participational,0.1904761904761904,0.0548884274320026
instantiation - subCollectionOf,0.0869565217391304,0.0266763309260261
instantiation - subQuantityOf,0.0952380952380952,0.0242230369432097
instantiation - termination,0.1,0.0344702584269896
instantiation - triggers,0.2962962962962963,0.0939364778551312
manifestation - material,0.0909090909090909,0.0733565588407634
manifestation - mediation,0.1573033707865168,0.1901013207473365
manifestation - memberOf,0.1395348837209302,0.0381384705880151
manifestation - participation,0.4878048780487805,0.2932122047793986
manifestation - participational,0.0,0.0035142417308388
manifestation - subCollectionOf,0.0,0.005319238678576
manifestation - subQuantityOf,0.0,0.0035142417308388
manifestation - termination,0.0,0.0026239268029734
manifestation - triggers,0.3636363636363636,0.1029968215475477
material - mediation,0.6870229007633588,1.0159442596572388
material - memberOf,0.5176470588235295,0.407098101577638
material - participation,0.2891566265060241,0.315028199413882
material - participational,0.0344827586206896,0.0348712430648828
material - subCollectionOf,0.1666666666666666,0.1542608168749217
material - subQuantityOf,0.1379310344827586,0.1404357012627006
material - termination,0.0701754385964912,0.0889783755676589
material - triggers,0.15625,0.0987153703562093
mediation - memberOf,0.5370370370370371,0.5764622818497603
mediation - participation,0.3962264150943396,0.5143131037587704
mediation - participational,0.074074074074074,0.1401427468360994
mediation - subCollectionOf,0.1204819277108433,0.2115174689976272
mediation - subQuantityOf,0.0987654320987654,0.1795868701218871
mediation - termination,0.05,0.0652479354177914
mediation - triggers,0.1379310344827586,0.142641860425692
memberOf - participation,0.3666666666666666,0.2091258035000389
memberOf - participational,0.0571428571428571,0.0551028234635797
memberOf - subCollectionOf,0.3243243243243243,0.1732386180143801
memberOf - subQuantityOf,0.2285714285714285,0.1267743197375748
memberOf - termination,0.1176470588235294,0.0402397098864227
memberOf - triggers,0.048780487804878,0.0309831584637529
participation - participational,0.2424242424242424,0.1517764706586946
participation - subCollectionOf,0.1142857142857142,0.0770968179751914
participation - subQuantityOf,0.1212121212121212,0.0678208298204092
participation - termination,0.1875,0.0834421943504149
participation - triggers,0.4102564102564102,0.1848723655060924
participational - subCollectionOf,0.2,0.0374767777522743
participational - subQuantityOf,0.25,0.0370436696725896
participational - termination,0.2857142857142857,0.0368299203270554
participational - triggers,0.1428571428571428,0.0176885896760659
subCollectionOf - subQuantityOf,0.6,0.1206871510646881
subCollectionOf - termination,0.0,0.0012772657316859
subCollectionOf - triggers,0.0,0.0043921130272957
subQuantityOf - termination,0.0,0.0008441576520028
subQuantityOf - triggers,0.0,0.0029019717985369
termination - triggers,0.1538461538461538,0.0170300055268923
