Construct Pair,Dice Coefficient,Mutual Information
enumeration - mixin,0.1333333333333333,0.0752748697109593
enumeration - mode,0.0909090909090909,0.1349333120875888
enumeration - phase,0.1632653061224489,0.1353774666163607
enumeration - phaseMixin,0.125,0.0514508509429402
enumeration - quality,0.1538461538461538,0.0942267288593473
enumeration - quantity,0.3,0.1146054576167476
enumeration - relator,0.1414141414141414,0.1670138852407054
enumeration - role,0.1304347826086956,0.1924005318404693
enumeration - roleMixin,0.1290322580645161,0.1364180500164486
enumeration - situation,0.1379310344827586,0.0631776793545495
enumeration - subkind,0.1458333333333333,0.211125256022477
enumeration - type,0.1764705882352941,0.1138699744071036
event - historicalRole,0.1403508771929824,0.1337589573575937
event - historicalRoleMixin,0.1071428571428571,0.0889107156880049
event - kind,0.5064935064935064,0.8221482967381007
event - mixin,0.2133333333333333,0.1789831032886729
event - mode,0.5585585585585585,0.6114378207161207
event - phase,0.425531914893617,0.4825673511747678
event - phaseMixin,0.0983606557377049,0.0803133477189012
event - quality,0.4536082474226804,0.4422482847638231
event - quantity,0.2461538461538461,0.1835118965811804
event - relator,0.5277777777777778,0.599636994897469
event - role,0.4963503649635036,0.6867980907906862
event - roleMixin,0.5794392523364486,0.7055386686818239
event - situation,0.5675675675675675,0.4866257613952863
event - subkind,0.5531914893617021,0.8562113375964105
event - type,0.4556962025316455,0.5069287878242171
historicalRole - historicalRoleMixin,0.2857142857142857,0.0482868985181289
historicalRole - kind,0.0761904761904762,0.1223019791665198
historicalRole - mixin,0.0,0.0067582246660766
historicalRole - mode,0.0,0.0220952650713983
historicalRole - phase,0.0444444444444444,0.0331655459887595
historicalRole - phaseMixin,0.0,0.0023008371433912
historicalRole - quality,0.0416666666666666,0.0404525990228753
historicalRole - quantity,0.375,0.0933215864051344
historicalRole - relator,0.0842105263157894,0.0904105784781611
historicalRole - role,0.0909090909090909,0.0944146257728541
historicalRole - roleMixin,0.1034482758620689,0.0904902963016005
historicalRole - situation,0.16,0.0985628095601249
historicalRole - subkind,0.0652173913043478,0.0782569990970171
historicalRole - type,0.0666666666666666,0.053740082911807
historicalRoleMixin - kind,0.0192307692307692,0.0596080654779604
historicalRoleMixin - mixin,0.0,0.0050448888251661
historicalRoleMixin - mode,0.0327868852459016,0.0180490253842878
historicalRoleMixin - phase,0.0,0.0104194796618211
historicalRoleMixin - phaseMixin,0.3636363636363636,0.0660436814976713
historicalRoleMixin - quality,0.0425531914893617,0.0178733730499149
historicalRoleMixin - quantity,0.1333333333333333,0.0287902837769724
historicalRoleMixin - relator,0.0212765957446808,0.0554225839703626
historicalRoleMixin - role,0.0229885057471264,0.0427184167313962
historicalRoleMixin - roleMixin,0.0701754385964912,0.0731970325520849
historicalRoleMixin - situation,0.0833333333333333,0.0187715550607718
historicalRoleMixin - subkind,0.0219780219780219,0.0581192543783722
historicalRoleMixin - type,0.2068965517241379,0.0981315235935506
kind - mixin,0.3089430894308943,0.2730430703258713
kind - mode,0.6289308176100629,0.8646488872516142
kind - phase,0.5633802816901409,0.7507719757004592
kind - phaseMixin,0.110091743119266,0.1261115728564536
kind - quality,0.5241379310344828,0.7018249840605968
kind - quantity,0.2123893805309734,0.2552492836618624
kind - relator,0.8229166666666666,1.1507564090455502
kind - role,0.8648648648648649,1.3115152872162636
kind - roleMixin,0.5419354838709678,0.7328801693926102
kind - situation,0.2295081967213114,0.3072083049773779
kind - subkind,0.8571428571428571,1.538508329061116
kind - type,0.2834645669291338,0.4607240327750515
mixin - mode,0.375,0.274973302140474
mixin - phase,0.3809523809523809,0.2246556265281377
mixin - phaseMixin,0.0666666666666666,0.0181385214807031
mixin - quality,0.3333333333333333,0.1658803633049967
mixin - quantity,0.2941176470588235,0.1226967636370925
mixin - relator,0.3008849557522124,0.3104566794369707
mixin - role,0.3962264150943396,0.3501080900710049
mixin - roleMixin,0.3421052631578947,0.2257246384641799
mixin - situation,0.1395348837209302,0.0510181373000772
mixin - subkind,0.2909090909090909,0.3478028983503717
mixin - type,0.3333333333333333,0.233002002178642
mode - phase,0.4848484848484848,0.447189108934401
mode - phaseMixin,0.1818181818181818,0.1051621279274421
mode - quality,0.5294117647058824,0.4654549484767589
mode - quantity,0.2,0.2004578116974215
mode - relator,0.6442953020134228,0.6977989142873567
mode - role,0.6197183098591549,0.7986288115285027
mode - roleMixin,0.625,0.6047902705607714
mode - situation,0.2278481012658227,0.1489926486341499
mode - subkind,0.6575342465753424,0.9788163859626776
mode - type,0.4523809523809524,0.5029986440126797
phase - phaseMixin,0.2040816326530612,0.1233870441155812
phase - quality,0.4235294117647059,0.3508309669768998
phase - quantity,0.3018867924528302,0.1722797857235053
phase - relator,0.5151515151515151,0.6254713195935206
phase - role,0.56,0.7402167975286789
phase - roleMixin,0.4210526315789473,0.4480758772191924
phase - situation,0.1935483870967742,0.1457442715611057
phase - subkind,0.6046511627906976,0.8591670759523233
phase - type,0.2686567164179104,0.2352336738833962
phaseMixin - quality,0.1923076923076923,0.0901815030823621
phaseMixin - quantity,0.0,0.007157731741337
phaseMixin - relator,0.1212121212121212,0.0840028540648764
phaseMixin - role,0.0869565217391304,0.0977062609192776
phaseMixin - roleMixin,0.2258064516129032,0.1458022982191581
phaseMixin - situation,0.0689655172413793,0.0380872285079661
phaseMixin - subkind,0.125,0.1326284251389872
phaseMixin - type,0.2941176470588235,0.1296558243554931
quality - quantity,0.1785714285714285,0.0932762474913015
quality - relator,0.5481481481481482,0.5133850885553238
quality - role,0.546875,0.5474884155963771
quality - roleMixin,0.4285714285714285,0.3603836607361977
quality - situation,0.3692307692307692,0.2157133589650128
quality - subkind,0.5303030303030303,0.8414755570394079
quality - type,0.4,0.2502940183618811
quantity - relator,0.1941747572815534,0.2229407362251679
quantity - role,0.25,0.2997929655824111
quantity - roleMixin,0.1818181818181818,0.152619661839351
quantity - situation,0.2424242424242424,0.1146451707774394
quantity - subkind,0.2,0.2491169833771114
quantity - type,0.2105263157894736,0.1345371964395979
relator - role,0.7657142857142857,0.9514620366668548
relator - roleMixin,0.6068965517241379,0.6795236833268189
relator - situation,0.25,0.1945493312080655
relator - subkind,0.770949720670391,1.1651507662555691
relator - type,0.3247863247863248,0.4354093500180387
role - roleMixin,0.5652173913043478,0.6550190977653021
role - situation,0.2095238095238095,0.2470599291798902
role - subkind,0.7325581395348837,1.2023675203914683
role - type,0.3090909090909091,0.4597678087601217
roleMixin - situation,0.32,0.2865124974258959
roleMixin - subkind,0.5633802816901409,0.7338326409858698
roleMixin - type,0.45,0.5303685633023599
situation - subkind,0.2385321100917431,0.3095682822527239
situation - type,0.2553191489361702,0.1651580038477614
subkind - type,0.3508771929824561,0.5214265698978824
