model,total_classes,stereotyped_classes,non_stereotyped_classes,ontouml_classes,non_ontouml_classes,total_relations,stereotyped_relations,non_stereotyped_relations,ontouml_relations,non_ontouml_relations,unique_class_stereotypes,unique_relation_stereotypes,ratio_classes_relations,ratio_stereotyped_classes_relations,ratio_stereotyped_classes_total,ratio_non_stereotyped_classes_total,ratio_stereotyped_relations_total,ratio_non_stereotyped_relations_total,ratio_ontouml_classes_total,ratio_non_ontouml_classes_total,ratio_ontouml_relations_total,ratio_non_ontouml_relations_total
elghosh2024eucaim,38,38,0,38,0,30,30,0,30,0,9,4,1.2666666666666666,1.2666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
elikan2018brand-identity,30,30,0,30,0,31,24,7,19,12,6,5,0.967741935483871,1.25,1.0,0.0,0.7741935483870968,0.22580645161290322,1.0,0.0,0.6129032258064516,0.3870967741935484
eu-rent-refactored2022,66,66,0,66,0,50,48,2,48,2,7,3,1.32,1.375,1.0,0.0,0.96,0.04,1.0,0.0,0.96,0.04
falduci2022non-consensual-pornography,27,27,0,27,0,38,31,7,31,7,7,5,0.7105263157894737,0.8709677419354839,1.0,0.0,0.8157894736842105,0.18421052631578946,1.0,0.0,0.8157894736842105,0.18421052631578946
fernandez-cejas2022curie-o,29,29,0,29,0,21,18,3,18,3,7,6,1.380952380952381,1.6111111111111112,1.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.0,0.8571428571428571,0.14285714285714285
fischer2018ontorea,18,18,0,18,0,23,19,4,9,14,6,4,0.782608695652174,0.9473684210526315,1.0,0.0,0.8260869565217391,0.17391304347826086,1.0,0.0,0.391304347826087,0.6086956521739131
fonseca2022incorporating,51,51,0,51,0,21,21,0,21,0,11,5,2.4285714285714284,2.4285714285714284,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
formula-one2023,26,26,0,26,0,13,10,3,10,3,10,6,2.0,2.6,1.0,0.0,0.7692307692307693,0.23076923076923078,1.0,0.0,0.7692307692307693,0.23076923076923078
fraller2019abc,39,39,0,39,0,46,34,12,18,28,4,2,0.8478260869565217,1.1470588235294117,1.0,0.0,0.7391304347826086,0.2608695652173913,1.0,0.0,0.391304347826087,0.6086956521739131
franco2018rpg,23,23,0,20,3,24,12,12,12,12,7,4,0.9583333333333334,1.9166666666666667,1.0,0.0,0.5,0.5,0.8695652173913043,0.13043478260869565,0.5,0.5
fumagalli2022criminal-investigation,10,10,0,10,0,9,9,0,9,0,3,2,1.1111111111111112,1.1111111111111112,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
gailly2016value,12,12,0,4,8,15,0,15,0,15,3,0,0.8,N/A,1.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0
garcia2022human-genome-events,15,15,0,15,0,8,7,1,7,1,6,7,1.875,2.142857142857143,1.0,0.0,0.875,0.125,1.0,0.0,0.875,0.125
gomes2022digital-technology,19,19,0,19,0,18,6,12,6,12,3,3,1.0555555555555556,3.1666666666666665,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666
grueau2013towards,13,6,7,0,13,3,0,3,0,3,0,0,4.333333333333333,N/A,0.46153846153846156,0.5384615384615384,0.0,1.0,0.0,1.0,0.0,1.0
guarino2016value,18,18,0,18,0,37,25,12,16,21,6,2,0.4864864864864865,0.72,1.0,0.0,0.6756756756756757,0.32432432432432434,1.0,0.0,0.43243243243243246,0.5675675675675675
guarino2018rea,11,11,0,11,0,12,4,8,4,8,6,2,0.9166666666666666,2.75,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666
guizzardi2005ontological,43,43,0,43,0,25,21,4,16,9,11,6,1.72,2.0476190476190474,1.0,0.0,0.84,0.16,1.0,0.0,0.64,0.36
guizzardi2020decision-making,54,30,24,30,24,61,28,33,27,34,9,7,0.8852459016393442,1.0714285714285714,0.5555555555555556,0.4444444444444444,0.45901639344262296,0.5409836065573771,0.5555555555555556,0.4444444444444444,0.4426229508196721,0.5573770491803278
guizzardi2022ufo,62,62,0,62,0,40,37,3,32,8,12,9,1.55,1.6756756756756757,1.0,0.0,0.925,0.075,1.0,0.0,0.8,0.2
haridy2021egyptian-e-government,32,32,0,32,0,16,16,0,16,0,5,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
heirbrant2023boekbazaar,42,42,0,42,0,59,19,40,6,53,5,4,0.711864406779661,2.210526315789474,1.0,0.0,0.3220338983050847,0.6779661016949152,1.0,0.0,0.1016949152542373,0.8983050847457628
jacobs2022sdpontology,34,34,0,34,0,22,0,22,0,22,8,0,1.5454545454545454,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
junior2018o4c,11,11,0,11,0,5,5,0,5,0,4,3,2.2,2.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
khantong2020ontology,30,30,0,30,0,22,0,22,0,22,4,0,1.3636363636363635,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
kostov2017towards,58,52,6,42,16,35,3,32,2,33,6,1,1.6571428571428573,17.333333333333332,0.896551724137931,0.10344827586206896,0.08571428571428572,0.9142857142857143,0.7241379310344828,0.27586206896551724,0.05714285714285714,0.9428571428571428
laurier2018rea,23,23,0,23,0,18,1,17,0,18,4,0,1.2777777777777777,23.0,1.0,0.0,0.05555555555555555,0.9444444444444444,1.0,0.0,0.0,1.0
lindeberg2022simple-ontorights,61,61,0,61,0,68,61,7,61,7,11,10,0.8970588235294118,1.0,1.0,0.0,0.8970588235294118,0.10294117647058823,1.0,0.0,0.8970588235294118,0.10294117647058823
machacova2023gym,41,41,0,41,0,21,21,0,21,0,11,4,1.9523809523809523,1.9523809523809523,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
maddalena2021ontocovid,74,74,0,68,6,72,14,58,14,58,9,2,1.0277777777777777,5.285714285714286,1.0,0.0,0.19444444444444445,0.8055555555555556,0.918918918918919,0.08108108108108109,0.19444444444444445,0.8055555555555556
martinez2013human-genome,10,10,0,10,0,15,15,0,12,3,4,5,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.2
moreira2018saref4health,19,18,1,16,3,10,8,2,3,7,9,2,1.9,2.25,0.9473684210526315,0.05263157894736842,0.8,0.2,0.8421052631578947,0.15789473684210525,0.3,0.7
nardi2015ufo-s,27,27,0,27,0,48,48,0,23,25,6,5,0.5625,0.5625,1.0,0.0,1.0,0.0,1.0,0.0,0.4791666666666667,0.5208333333333334
nascimento2023spacecon,18,16,2,9,9,15,0,15,0,15,3,0,1.2,N/A,0.8888888888888888,0.1111111111111111,0.0,1.0,0.5,0.5,0.0,1.0
neves2020nwpontology,35,35,0,33,2,22,0,22,0,22,7,0,1.5909090909090908,N/A,1.0,0.0,0.0,1.0,0.9428571428571428,0.05714285714285714,0.0,1.0
neves2021grain-production,18,18,0,18,0,16,0,16,0,16,4,0,1.125,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
niederkofler2019dssapple,68,68,0,68,0,43,39,4,31,12,13,8,1.5813953488372092,1.7435897435897436,1.0,0.0,0.9069767441860465,0.09302325581395349,1.0,0.0,0.7209302325581395,0.27906976744186046
oliveira2007collaboration,20,20,0,16,4,20,0,20,0,20,7,0,1.0,N/A,1.0,0.0,0.0,1.0,0.8,0.2,0.0,1.0
oliveira2022rose,63,63,0,63,0,86,45,41,45,41,8,8,0.7325581395348837,1.4,1.0,0.0,0.5232558139534884,0.47674418604651164,1.0,0.0,0.5232558139534884,0.47674418604651164
pereira2015doacao-orgaos,25,25,0,25,0,9,6,3,6,3,7,1,2.7777777777777777,4.166666666666667,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333
pereira2020ontotrans,35,35,0,35,0,67,0,67,0,67,1,0,0.5223880597014925,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
piest2024dsr-kb,84,84,0,84,0,66,66,0,66,0,9,7,1.2727272727272727,1.2727272727272727,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
pinheiro2024api,28,28,0,28,0,34,30,4,30,4,8,8,0.8235294117647058,0.9333333333333333,1.0,0.0,0.8823529411764706,0.11764705882352941,1.0,0.0,0.8823529411764706,0.11764705882352941
plato-ontology2019,73,73,0,73,0,70,44,26,44,26,9,6,1.042857142857143,1.6590909090909092,1.0,0.0,0.6285714285714286,0.37142857142857144,1.0,0.0,0.6285714285714286,0.37142857142857144
porello2020coex,17,17,0,17,0,37,26,11,26,11,6,9,0.4594594594594595,0.6538461538461539,1.0,0.0,0.7027027027027027,0.2972972972972973,1.0,0.0,0.7027027027027027,0.2972972972972973
ppo-o2021,59,59,0,55,4,42,13,29,13,29,7,6,1.4047619047619047,4.538461538461538,1.0,0.0,0.30952380952380953,0.6904761904761905,0.9322033898305084,0.06779661016949153,0.30952380952380953,0.6904761904761905
public-expense-ontology2020,42,42,0,42,0,26,6,20,6,20,5,1,1.6153846153846154,7.0,1.0,0.0,0.23076923076923078,0.7692307692307693,1.0,0.0,0.23076923076923078,0.7692307692307693
quality-assurance-process-ontology2017,37,16,21,16,21,28,1,27,1,27,3,1,1.3214285714285714,16.0,0.43243243243243246,0.5675675675675675,0.03571428571428571,0.9642857142857143,0.43243243243243246,0.5675675675675675,0.03571428571428571,0.9642857142857143
ramirez2015userfeedback,50,50,0,50,0,36,28,8,28,8,8,3,1.3888888888888888,1.7857142857142858,1.0,0.0,0.7777777777777778,0.2222222222222222,1.0,0.0,0.7777777777777778,0.2222222222222222
ramos2021bias,49,49,0,49,0,30,24,6,23,7,9,6,1.6333333333333333,2.0416666666666665,1.0,0.0,0.8,0.2,1.0,0.0,0.7666666666666667,0.23333333333333334
repa2021public-administration,25,25,0,24,1,9,2,7,2,7,5,1,2.7777777777777777,12.5,1.0,0.0,0.2222222222222222,0.7777777777777778,0.96,0.04,0.2222222222222222,0.7777777777777778
rocha2023ciencia-aberta,24,24,0,24,0,22,6,16,6,16,8,1,1.0909090909090908,4.0,1.0,0.0,0.2727272727272727,0.7272727272727273,1.0,0.0,0.2727272727272727,0.7272727272727273
rodrigues2017urinary-profiles,63,63,0,48,15,62,41,21,22,40,11,4,1.0161290322580645,1.5365853658536586,1.0,0.0,0.6612903225806451,0.3387096774193548,0.7619047619047619,0.23809523809523808,0.3548387096774194,0.6451612903225806
rodrigues2019turbidite,69,69,0,58,11,99,57,42,17,82,11,2,0.696969696969697,1.2105263157894737,1.0,0.0,0.5757575757575758,0.42424242424242425,0.8405797101449275,0.15942028985507245,0.1717171717171717,0.8282828282828283
romanenko2023what,55,55,0,55,0,31,26,5,26,5,10,6,1.7741935483870968,2.1153846153846154,1.0,0.0,0.8387096774193549,0.16129032258064516,1.0,0.0,0.8387096774193549,0.16129032258064516
sales2018competition,27,27,0,27,0,31,0,31,0,31,11,0,0.8709677419354839,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
sales2018cover,63,63,0,63,0,58,45,13,45,13,8,9,1.0862068965517242,1.4,1.0,0.0,0.7758620689655172,0.22413793103448276,1.0,0.0,0.7758620689655172,0.22413793103448276
santos2020valuenetworks,15,15,0,15,0,6,0,6,0,6,3,0,2.5,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
sariev2024maritime,83,83,0,83,0,62,30,32,30,32,9,3,1.3387096774193548,2.7666666666666666,1.0,0.0,0.4838709677419355,0.5161290322580645,1.0,0.0,0.4838709677419355,0.5161290322580645
sikora2021online-education,65,64,1,64,1,58,45,13,45,13,6,3,1.1206896551724137,1.4222222222222223,0.9846153846153847,0.015384615384615385,0.7758620689655172,0.22413793103448276,0.9846153846153847,0.015384615384615385,0.7758620689655172,0.22413793103448276
silva2012itarchitecture,84,84,0,84,0,33,6,27,6,27,5,2,2.5454545454545454,14.0,1.0,0.0,0.18181818181818182,0.8181818181818182,1.0,0.0,0.18181818181818182,0.8181818181818182
silva2021sebim,42,42,0,42,0,22,3,19,3,19,7,2,1.9090909090909092,14.0,1.0,0.0,0.13636363636363635,0.8636363636363636,1.0,0.0,0.13636363636363635,0.8636363636363636
silveira2021oap,32,32,0,32,0,25,19,6,18,7,7,6,1.28,1.6842105263157894,1.0,0.0,0.76,0.24,1.0,0.0,0.72,0.28
spmo2017,34,17,17,17,17,27,2,25,2,25,5,1,1.2592592592592593,8.5,0.5,0.5,0.07407407407407407,0.9259259259259259,0.5,0.5,0.07407407407407407,0.9259259259259259
tesolin2023hint,38,20,18,20,18,53,14,39,14,39,4,4,0.7169811320754716,1.4285714285714286,0.5263157894736842,0.47368421052631576,0.2641509433962264,0.7358490566037735,0.5263157894736842,0.47368421052631576,0.2641509433962264,0.7358490566037735
valaski2020medical-appointment,7,7,0,7,0,7,7,0,6,1,3,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8571428571428571,0.14285714285714285
van-ee2021modular,100,95,5,95,5,66,63,3,63,3,10,7,1.5151515151515151,1.507936507936508,0.95,0.05,0.9545454545454546,0.045454545454545456,0.95,0.05,0.9545454545454546,0.045454545454545456
van-wingerde2020smart-contracts,39,39,0,34,5,42,0,42,0,42,11,0,0.9285714285714286,N/A,1.0,0.0,0.0,1.0,0.8717948717948718,0.1282051282051282,0.0,1.0
vieira2020weathering,39,37,2,37,2,60,16,44,16,44,10,6,0.65,2.3125,0.9487179487179487,0.05128205128205128,0.26666666666666666,0.7333333333333333,0.9487179487179487,0.05128205128205128,0.26666666666666666,0.7333333333333333
weigand2021artifact,52,48,4,48,4,46,44,2,44,2,10,9,1.1304347826086956,1.0909090909090908,0.9230769230769231,0.07692307692307693,0.9565217391304348,0.043478260869565216,0.9230769230769231,0.07692307692307693,0.9565217391304348,0.043478260869565216
zanetti2019orm-o,34,34,0,34,0,22,18,4,18,4,5,2,1.5454545454545454,1.8888888888888888,1.0,0.0,0.8181818181818182,0.18181818181818182,1.0,0.0,0.8181818181818182,0.18181818181818182
zhou2017hazard-ontology-robotic-strolling,13,13,0,13,0,14,0,14,0,14,3,0,0.9285714285714286,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
zhou2017hazard-ontology-train-control,25,25,0,25,0,30,0,30,0,30,3,0,0.8333333333333334,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
