Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,subkind,type,none_c,characterization,componentOf,externalDependence,instantiation,material,mediation,participation,none_r,other_r
subkind,0.08159511460455032,-0.007148438403026952,-0.023613120534687674,0.5427478484698994,0.11088088174551904,0.29103422347377633,0.36731326606594883,0.3831431379153233,0.10260333447539254,-0.1784439774706017,1.0,-0.09978568259227953,-0.17478274526017096,0.17971504611767886,0.2855614991336252,-0.06274831547088379,-0.06332422232938277,0.18814742913088467,0.277707664215016,-0.07742641506579041,-0.1654883339532169,-0.07068825940543629
type,0.3637713400039956,0.11378940763196137,0.36474510229148477,-0.29065301467862137,0.2483051036268581,-0.1234754756278502,0.12513085661869283,-0.011614938000824462,-0.23809424431610557,0.3953641677270425,-0.09978568259227953,1.0,0.049001918944084566,0.2615410818571946,0.2083735954560213,0.5086826828800716,0.9420615288087456,-0.20418371742897384,-0.012268378618545262,0.41943027658230314,-0.039611922043070506,0.16113222408152772
none_c,0.1471220330481153,0.12403048429458634,-0.021393456110571814,-0.07210545054850992,0.056131433473725616,-0.0942769413678023,0.19124573038116946,-0.1558690103850064,-0.026947060177442923,0.10415175192049562,-0.17478274526017096,0.049001918944084566,1.0,0.06881024273930167,-0.052150199197367415,-0.02972925843847055,-0.0055382173226998475,0.07848835572832742,-0.02159259981091186,0.051227121955832906,0.1224234470129917,-0.061510937532431066
characterization,0.38938659477276844,-0.10445603273467656,0.27702459910862265,-0.044890205887869156,0.5752778487856707,-0.031400113086874785,0.6239698453871515,0.16628933123770007,0.021184257617548857,0.1731631814080602,0.17971504611767886,0.2615410818571946,0.06881024273930167,1.0,0.20965017448956616,0.3548566313252014,0.26384708001930407,0.16647466969308988,0.13393191577354036,0.254955405221753,-0.00478332262268983,-0.006890390521065589
componentOf,0.25797796121245914,0.16358307238433045,-0.02626745632650415,0.37520573450041567,0.21959833211762883,0.11916063980320808,0.12296801816993366,0.3427776331134576,0.07257153817904052,0.0626308518670433,0.2855614991336252,0.2083735954560213,-0.052150199197367415,0.20965017448956616,1.0,0.06782762196448706,0.2537796029496442,0.2707884950343082,0.23793875552413443,-0.015302461972565249,-0.1364251302440003,-0.007641097883870415
externalDependence,0.15152292244082713,-0.045539456056783625,0.29669582807782635,-0.26794639987956864,0.3998606088959188,-0.16407310405249548,0.0470106567215789,0.04057836046643945,0.06921053962960443,0.40423266235527816,-0.06274831547088379,0.5086826828800716,-0.02972925843847055,0.3548566313252014,0.06782762196448706,1.0,0.4879559211075103,-0.27714450521670797,0.02524918903077046,0.21197088759849297,0.03435724685747385,0.10805289075001938
instantiation,0.29132607963578216,0.08998612447162012,0.37453741268707264,-0.2245859311705355,0.2134447297569504,-0.07197872023238433,0.149286309728383,0.0155430271846793,-0.220704941722592,0.41981372321679006,-0.06332422232938277,0.9420615288087456,-0.0055382173226998475,0.26384708001930407,0.2537796029496442,0.4879559211075103,1.0,-0.15147054647215738,0.014744858575761412,0.45702501486264063,-0.09226250369743144,0.19454884702084105
material,0.06701008082725914,0.058898545473653904,-0.048783993911879465,0.23535827566102951,0.13376072006430711,0.09626458969533042,0.09398041403689651,0.18691430414134605,-0.007880427213651764,-0.035113683342299855,0.18814742913088467,-0.20418371742897384,0.07848835572832742,0.16647466969308988,0.2707884950343082,-0.27714450521670797,-0.15147054647215738,1.0,0.2856122887742831,-0.06644067076105245,-0.3646432568846308,0.0834595805059122
mediation,-0.13233632940850895,-0.026805484285735197,-0.032540122051895416,0.25176467215636217,0.10106580880954959,0.3269220361593688,0.12430426619843611,0.7700029797169305,0.44940732482300016,0.1285270627591153,0.277707664215016,-0.012268378618545262,-0.02159259981091186,0.13393191577354036,0.23793875552413443,0.02524918903077046,0.014744858575761412,0.2856122887742831,1.0,-0.05970383034561561,-0.2633163788717179,0.07430483612804752
participation,0.18272491584153677,0.07831963161640042,0.7550889517784977,-0.2492563563386348,0.024692469363899915,-0.11582819369342472,0.2355400241251168,-0.03265362541369229,-0.31970110012424785,0.20385414061490273,-0.07742641506579041,0.41943027658230314,0.051227121955832906,0.254955405221753,-0.015302461972565249,0.21197088759849297,0.45702501486264063,-0.06644067076105245,-0.05970383034561561,1.0,-0.032918788441752965,0.12787253559201073
none_r,0.16020405905121596,-0.025118687409336687,0.053613646259333216,0.09462095335844564,-0.007060785631394209,-0.14843114746023642,-0.09524918577838838,-0.12130823646469321,-0.06212758718487909,0.1237177202177039,-0.1654883339532169,-0.039611922043070506,0.1224234470129917,-0.00478332262268983,-0.1364251302440003,0.03435724685747385,-0.09226250369743144,-0.3646432568846308,-0.2633163788717179,-0.032918788441752965,1.0,-0.04243839687986577
other_r,-0.13651924139255622,-0.06110696709974678,0.21890339678966272,-0.04894913757180253,0.006537523004852015,-0.01803852444019437,-0.11250631843299533,0.0763082886246698,-0.12073646383305311,0.11846438194066423,-0.07068825940543629,0.16113222408152772,-0.061510937532431066,-0.006890390521065589,-0.007641097883870415,0.10805289075001938,0.19454884702084105,0.0834595805059122,0.07430483612804752,0.12787253559201073,-0.04243839687986577,1.0
