Stereotype,category,event,kind,mode,phase,quality,relator,role,roleMixin,subkind,type,none_c,characterization,componentOf,derivation,material,mediation,memberOf,participation,none_r,other_r
type,0.4064302735297507,0.317880995722455,-0.08369369872004105,0.3224565625543584,0.024276219655579898,0.12668832590483148,0.12298141822893159,0.033093364083874956,0.3840390276982241,0.07224661996457858,1.0,0.12454346653768206,0.28638705166320544,0.18394288790655552,-0.1356082128800655,0.005560755720138476,0.13246043930993517,0.1751300874698116,0.29916500291150794,0.0644333083525601,0.13196674267776276
none_c,0.14443229395135487,0.19195561072453363,-0.021825076658027152,0.22315243269029336,-0.04467964875341506,0.13602142261992897,-0.18450012873559124,0.07157350512584167,0.1871263773986149,-0.04159859270369977,0.12454346653768206,1.0,0.038299716810341326,-0.030094152781296832,-0.034717546840897916,0.0670838810422463,-0.051913513105038694,-0.025368462050789475,0.01910935171905068,0.30395801602120304,-0.0563484408181663
characterization,0.39578951349887515,0.21735317679000116,0.07796524006658818,0.5687946267918289,0.12343793579293702,0.5738044621145781,0.2727436914264547,0.1314390828160758,0.2588465605636941,0.20717362660117108,0.28638705166320544,0.038299716810341326,1.0,0.2837927337011976,0.06937711592576863,0.19025310352816197,0.3818397805768552,0.23594510046486525,0.333534861379486,0.003353121777601751,0.093571765994605
componentOf,0.2965090722439147,-0.0534205321560307,0.4729695500382674,0.2708050257316038,0.21603155022510592,0.010862899413719021,0.3972767714014705,0.18813500167004596,0.08529040614227032,0.36890526297371956,0.18394288790655552,-0.030094152781296832,0.2837927337011976,1.0,0.18561208165774642,0.39276014210542026,0.37718050412521253,0.45936626554904847,0.004311123526746892,-0.13869129956504395,0.13397302791417193
derivation,-0.008233563644798469,-0.035852765511282164,0.2210339438549339,0.05530281317739102,0.20558454464951614,-0.10189465103616767,0.3741328650185562,0.29264169254492706,0.07776969661415428,0.014936610741765605,-0.1356082128800655,-0.034717546840897916,0.06937711592576863,0.18561208165774642,1.0,0.5105127069671637,0.44266100892218635,0.26346801708095324,-0.039593451881299785,-0.008042647185806173,0.30780835114294575
material,0.217676214767161,0.04799417410017782,0.38301574526777654,0.1834733692848544,0.23497492898851682,0.020848298210188722,0.37427702110469807,0.24139454289976384,0.052619322236090706,0.26538524118666024,0.005560755720138476,0.0670838810422463,0.19025310352816197,0.39276014210542026,0.5105127069671637,1.0,0.42652142341828264,0.3195166160302117,-0.02782282406082307,-0.16566003464906276,0.17374542005847796
mediation,0.1207533297212881,0.015908962473808894,0.29824437697034023,0.2584732439740292,0.39443856819363576,0.14712661483005915,0.7677517840255544,0.45053424913815376,0.249021950211906,0.2936526689627577,0.13246043930993517,-0.051913513105038694,0.3818397805768552,0.37718050412521253,0.44266100892218635,0.42652142341828264,1.0,0.456837234475569,0.10860767529977108,-0.22403005127573686,0.20067841180150955
memberOf,0.1906481647841873,0.09321498225106623,0.28264471758314014,0.3385700474162627,0.25877084685984647,-0.07727602262393417,0.34477039312774893,0.29844237810523566,0.13273876482835256,0.27014648397815516,0.1751300874698116,-0.025368462050789475,0.23594510046486525,0.45936626554904847,0.26346801708095324,0.3195166160302117,0.456837234475569,1.0,0.1624656384666636,-0.19669838613315435,0.2480236841424364
participation,0.13474900572996676,0.6330957253277104,-0.13556878133744937,0.0823294921628893,0.04212527277575583,0.284318730140785,0.03550648003607997,-0.1795887683777947,0.22174189980883946,0.04145735524722176,0.29916500291150794,0.01910935171905068,0.333534861379486,0.004311123526746892,-0.039593451881299785,-0.02782282406082307,0.10860767529977108,0.1624656384666636,1.0,0.0026107305077911415,0.008452620294942441
none_r,0.14480725685195284,0.25307947598893865,0.09354040263443335,0.16963082735418045,-0.09409976770255687,-0.021249117941212058,-0.09355011497090686,0.10790682585696618,0.19878201073123242,-0.031688902976923825,0.0644333083525601,0.30395801602120304,0.003353121777601751,-0.13869129956504395,-0.008042647185806173,-0.16566003464906276,-0.22403005127573686,-0.19669838613315435,0.0026107305077911415,1.0,-0.09985576412486957
other_r,0.06976850826464727,0.10036767747266762,0.019312121954797812,0.04630674355760213,0.03767023595619275,-0.15448213293518487,0.18839376877071573,0.01717566005562845,0.17895927342139825,-0.05422370512375336,0.13196674267776276,-0.0563484408181663,0.093571765994605,0.13397302791417193,0.30780835114294575,0.17374542005847796,0.20067841180150955,0.2480236841424364,0.008452620294942441,-0.09985576412486957,1.0
